Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,Complexity Level,Has Description,Is Standard Measure,Standardized Calculation Logic Score,Naming Conventions Score,Overall Score,Sub-Rule Scores Breakdown,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Trending,Issue,DBF VTB WoW,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )",Complex multi-step calculation,High,No,No,0.350,0.880,0.615,"ML-001: 0.200, ML-002: 0.090, ML-003: 0.000, ML-004: 0.060, MN-001: 0.360, MN-002: 0.360, MN-003: 0.160","Complex calculations should be evaluated for standard library inclusion if they represent common business metrics. Consider if this can be simplified using standard patterns or broken into reusable components.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Complex calculation - high complexity detected. Consider: (1) Breaking into multiple simpler measures, (2) Adding inline comments explaining logic, (3) Using variables for intermediate calculations, (4) Formatting with proper line breaks and indentation.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Issue,DBF VTB MoM,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevmonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevmonthKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )",Complex multi-step calculation,High,No,No,0.350,0.880,0.615,"ML-001: 0.200, ML-002: 0.090, ML-003: 0.000, ML-004: 0.060, MN-001: 0.360, MN-002: 0.360, MN-003: 0.160","Complex calculations should be evaluated for standard library inclusion if they represent common business metrics. Consider if this can be simplified using standard patterns or broken into reusable components.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Complex calculation - high complexity detected. Consider: (1) Breaking into multiple simpler measures, (2) Adding inline comments explaining logic, (3) Using variables for intermediate calculations, (4) Formatting with proper line breaks and indentation.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Issue,DBF YoY,"VAR  A = CALCULATE(
    SUM( 'PY Trending'[Actual Billed Revenue] ) + SUM( 'PY Trending'[Scheduled Billed Revenue] ) + SUM( 'PY Trending'[CommittedPipeline] ) + SUM( 'PY Trending'[CommittedatRiskPipeline] ) + SUM( 'PY Trending'[Run Rate Projections] )
    , KEEPFILTERS( 'Trending Week'[Snapshot Week] = ""PY"" )
)
RETURN IFERROR([Total DBF Latest Week] - A,BLANK())",Complex multi-step calculation,High,No,No,0.410,0.800,0.605,"ML-001: 0.200, ML-002: 0.090, ML-003: 0.000, ML-004: 0.120, MN-001: 0.280, MN-002: 0.360, MN-003: 0.160","Complex calculations should be evaluated for standard library inclusion if they represent common business metrics. Consider if this can be simplified using standard patterns or broken into reusable components.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Complex calculation - high complexity detected. Consider: (1) Breaking into multiple simpler measures, (2) Adding inline comments explaining logic, (3) Using variables for intermediate calculations, (4) Formatting with proper line breaks and indentation.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Issue,Additional Pipeline Needed Base,"VAR  A =( [Pipeline Target] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )
    

RETURN IFERROR(A,0)",Complex multi-step calculation,High,No,No,0.440,0.960,0.700,"ML-001: 0.200, ML-002: 0.090, ML-003: 0.000, ML-004: 0.150, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Complex calculations should be evaluated for standard library inclusion if they represent common business metrics. Consider if this can be simplified using standard patterns or broken into reusable components.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Complex calculation - high complexity detected. Consider: (1) Breaking into multiple simpler measures, (2) Adding inline comments explaining logic, (3) Using variables for intermediate calculations, (4) Formatting with proper line breaks and indentation.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Warning,Committed + Risk Pipeline,SUM(Trending[CommittedPipeline]) + SUM(Trending[CommittedatRiskPipeline]),"Simple aggregation (SUM, COUNT, etc.)",Medium,No,No,0.710,0.960,0.835,"ML-001: 0.200, ML-002: 0.210, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Issue,CPC to Budget Latest Week KPI,[CPC to Budget Latest Week] * 100,Undocumented or unclear calculation,Low,No,No,0.320,0.920,0.620,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Critical,Total DBF,SUM(Trending[ActualBilledRevenue]) + SUM(Trending[ScheduledBilledRevenue]) + SUM(Trending[CommittedPipeline]) + SUM(Trending[CommittedatRiskPipeline]) + SUM(Trending[RunRateProjections]),Undocumented or unclear calculation,High,No,No,0.320,0.800,0.560,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.240, MN-002: 0.360, MN-003: 0.200","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Name clarity issues - contains abbreviations 'tot' → 'Total' that reduce clarity; name could be more descriptive. Use clear, unambiguous names that precisely define what is being measured without requiring domain expertise to understand."
Trending,Warning,Billed Budget,"SUMX(
    VALUES('Trending Week'[Week Name]),
    CALCULATE(SUM('Budget'[BilledBudget]))
)","Simple aggregation (SUM, COUNT, etc.)",Medium,No,No,0.710,0.920,0.815,"ML-001: 0.200, ML-002: 0.210, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Warning,Billed Forecast,"SUMX(
    VALUES('Trending Week'[Week Name]),
    CALCULATE(SUM('CFO Forecast'[BilledForecast]))
)","Simple aggregation (SUM, COUNT, etc.)",Medium,No,No,0.710,0.920,0.815,"ML-001: 0.200, ML-002: 0.210, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Warning,Qualified Pipeline,SUM(Trending[QualifiedPipeline]),"Simple aggregation (SUM, COUNT, etc.)",Low,No,No,0.710,0.960,0.835,"ML-001: 0.200, ML-002: 0.210, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Issue,STU Owned Pipeline Base,"DIVIDE (
    SUM ( Trending[QualifiedPipelineSTU] ),
    SUM ( Trending[QualifiedPipeline] ),
    BLANK()
)",Undocumented or unclear calculation,Medium,No,No,0.350,0.960,0.655,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.120, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Warning,Uncommitted Pipeline,SUM(Trending[UncommittedPipeline]),"Simple aggregation (SUM, COUNT, etc.)",Low,No,No,0.710,0.960,0.835,"ML-001: 0.200, ML-002: 0.210, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Warning,Uncommitted Upside Pipeline,SUM(Trending[UncommittedUpsidePipeline]),"Simple aggregation (SUM, COUNT, etc.)",Low,No,No,0.710,0.960,0.835,"ML-001: 0.200, ML-002: 0.210, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Issue,Additional Pipeline Needed,"VAR A = ( [Pipeline Target Unround] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) ) 
    
    
RETURN IF(OR(A <= 0,[QPC to Budget KPI] > 0.995),BLANK(),A)",Complex multi-step calculation,High,No,No,0.440,0.960,0.700,"ML-001: 0.200, ML-002: 0.090, ML-003: 0.000, ML-004: 0.150, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Complex calculations should be evaluated for standard library inclusion if they represent common business metrics. Consider if this can be simplified using standard patterns or broken into reusable components.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Complex calculation - high complexity detected. Consider: (1) Breaking into multiple simpler measures, (2) Adding inline comments explaining logic, (3) Using variables for intermediate calculations, (4) Formatting with proper line breaks and indentation.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Critical,DBF VTF %,"DIVIDE([DBF VTF $], [Billed Forecast],BLANK())",Ratio or percentage calculation,Low,No,No,0.650,0.840,0.745,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.270, MN-001: 0.360, MN-002: 0.320, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Issue,Forecast VTB $,"IFERROR([Billed Forecast]-[Billed Budget],0)",Undocumented or unclear calculation,Low,No,No,0.320,0.920,0.620,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Warning,Forecast VTB %,"DIVIDE([Forecast VTB $],[Billed Budget],0)",Ratio or percentage calculation,Low,No,No,0.650,0.920,0.785,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.270, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Issue,Pipeline Goal,[Pipeline Target],Undocumented or unclear calculation,Low,No,No,0.320,0.920,0.620,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Warning,Refresh Date,"CONCATENATE(""Last Refresh (PST) : "",MAX('Fiscal Period'[Refresh Date]))","Simple aggregation (SUM, COUNT, etc.)",Medium,No,No,0.710,0.920,0.815,"ML-001: 0.200, ML-002: 0.210, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Warning,Qualified Pipeline Coverage to Budget Latest Week,"VAR X = CALCULATE( [Qualified Pipeline Coverage to Budget], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )

RETURN ROUND(X,2)",Calculated measure with business logic,Medium,No,No,0.590,0.920,0.755,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.240, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Warning,Qualified Pipeline Coverage to Forecast Latest Week,"VAR X = CALCULATE( [Qualified Pipeline Coverage to Forecast], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )

RETURN ROUND(X,2)",Calculated measure with business logic,Medium,No,No,0.590,0.920,0.755,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.240, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Warning,Qualified Pipeline Coverage to Budget Selected Week,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey])
RETURN 
CALCULATE(
    [Qualified Pipeline Coverage to Budget],'Trending'[DatasetVersionKey] = SelectedKey)",Calculated measure with business logic,High,No,No,0.590,0.920,0.755,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.240, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Trending,Issue,Additional Pipeline Needed Forecast,"VAR  A = ( [Pipeline Target Unround] * ( [Billed Forecast] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )

RETURN IF(OR(A <= 0,[QPC to Forecast KPI] > 0.995),BLANK(),A)",Complex multi-step calculation,High,No,No,0.440,0.960,0.700,"ML-001: 0.200, ML-002: 0.090, ML-003: 0.000, ML-004: 0.150, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Complex calculations should be evaluated for standard library inclusion if they represent common business metrics. Consider if this can be simplified using standard patterns or broken into reusable components.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Complex calculation - high complexity detected. Consider: (1) Breaking into multiple simpler measures, (2) Adding inline comments explaining logic, (3) Using variables for intermediate calculations, (4) Formatting with proper line breaks and indentation.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
PY Trending,Issue,Qualified Pipeline Coverage to Budget PY,"VAR X = SUM ( 'PY Trending'[Billed Budget] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[Qualified Pipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",Complex multi-step calculation,High,No,No,0.410,0.920,0.665,"ML-001: 0.200, ML-002: 0.090, ML-003: 0.000, ML-004: 0.120, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Complex calculations should be evaluated for standard library inclusion if they represent common business metrics. Consider if this can be simplified using standard patterns or broken into reusable components.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Complex calculation - high complexity detected. Consider: (1) Breaking into multiple simpler measures, (2) Adding inline comments explaining logic, (3) Using variables for intermediate calculations, (4) Formatting with proper line breaks and indentation.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
PY Trending,Issue,Committed Pipeline Coverage to Budget PY,"VAR X = SUM ( 'PY Trending'[Billed Budget] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[CommittedPipeline]  ) + SUM ( 'PY Trending'[CommittedatRiskPipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",Complex multi-step calculation,High,No,No,0.410,0.920,0.665,"ML-001: 0.200, ML-002: 0.090, ML-003: 0.000, ML-004: 0.120, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Complex calculations should be evaluated for standard library inclusion if they represent common business metrics. Consider if this can be simplified using standard patterns or broken into reusable components.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Complex calculation - high complexity detected. Consider: (1) Breaking into multiple simpler measures, (2) Adding inline comments explaining logic, (3) Using variables for intermediate calculations, (4) Formatting with proper line breaks and indentation.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
PY Trending,Issue,Qualified Pipeline Coverage to Forecast PY,"VAR X = SUM ( 'PY Trending'[Billed Forecast] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[Qualified Pipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",Complex multi-step calculation,High,No,No,0.410,0.920,0.665,"ML-001: 0.200, ML-002: 0.090, ML-003: 0.000, ML-004: 0.120, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Complex calculations should be evaluated for standard library inclusion if they represent common business metrics. Consider if this can be simplified using standard patterns or broken into reusable components.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Complex calculation - high complexity detected. Consider: (1) Breaking into multiple simpler measures, (2) Adding inline comments explaining logic, (3) Using variables for intermediate calculations, (4) Formatting with proper line breaks and indentation.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
PY Trending,Issue,Committed Pipeline Coverage to Forecast PY,"VAR X = SUM ( 'PY Trending'[Billed Forecast] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[CommittedPipeline]  ) + SUM ( 'PY Trending'[CommittedatRiskPipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",Complex multi-step calculation,High,No,No,0.410,0.920,0.665,"ML-001: 0.200, ML-002: 0.090, ML-003: 0.000, ML-004: 0.120, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Complex calculations should be evaluated for standard library inclusion if they represent common business metrics. Consider if this can be simplified using standard patterns or broken into reusable components.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Complex calculation - high complexity detected. Consider: (1) Breaking into multiple simpler measures, (2) Adding inline comments explaining logic, (3) Using variables for intermediate calculations, (4) Formatting with proper line breaks and indentation.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Fiscal Period,Issue,GreyOutSelect,"IF(FIRSTNONBLANK('Fiscal Period'[Fiscal Quarter], 1) = ""FY23-Q1"", 1, 0)",Calculated measure with business logic,Medium,No,No,0.560,0.880,0.720,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.210, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Fiscal Period,Issue,Formats,"CALCULATE(MIN('Fiscal Period'[FormatValue]),'Trending Week'[Week Name] = """")","Simple aggregation (SUM, COUNT, etc.)",Medium,No,No,0.710,0.760,0.735,"ML-001: 0.200, ML-002: 0.210, ML-003: 0.000, ML-004: 0.300, MN-001: 0.280, MN-002: 0.320, MN-003: 0.160","Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Fiscal Period,Issue,YoYCFOGreyOut,"IF(OR(OR(FIRSTNONBLANK('Trend Type'[Trend Type],1) = ""Security"", FIRSTNONBLANK('Field Geography'[Subsidiary],1) = ""Netherlands""),FIRSTNONBLANK('Field Geography'[Subsidiary],1) = ""Switzerland""),1,0)",Complex multi-step calculation,High,No,No,0.440,0.880,0.660,"ML-001: 0.200, ML-002: 0.090, ML-003: 0.000, ML-004: 0.150, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Complex calculations should be evaluated for standard library inclusion if they represent common business metrics. Consider if this can be simplified using standard patterns or broken into reusable components.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Complex calculation - high complexity detected. Consider: (1) Breaking into multiple simpler measures, (2) Adding inline comments explaining logic, (3) Using variables for intermediate calculations, (4) Formatting with proper line breaks and indentation.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Fiscal Period,Issue,YoYGreyOut,"IF(FIRSTNONBLANK('Trend Type'[Trend Type],1) = ""Security"",1,0)",Calculated measure with business logic,Medium,No,No,0.560,0.840,0.700,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.210, MN-001: 0.360, MN-002: 0.320, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
