Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Unique Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Unique Measure Definition Score,Unique Measure Definition Max Score,Standard Measure Score,Standard Measure Max Score,Business Documentation Score,Business Documentation Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Score,DAX Reference Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Pipeline,Issue,% Total Opty count w/ priority,"VAR X = CALCULATE([Opportunity Count],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1))

RETURN DIVIDE ([# Open Opportunities w/ Priority],X)",Ratio Percentage,Yes,No - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,"No - The measure does not align with standard enterprise measures like Total Sales Value, Total Quantity, or Gross Margin.",No - The calculation logic is not self-explanatory due to the use of nested variables and functions without a clear description.,"Medium - The measure uses a variable and nested functions, which adds moderate complexity but is manageable.",No - The name is descriptive but overly verbose and does not follow enterprise naming conventions for clarity and brevity.,"No - The measure lacks a description, making it difficult for business users to understand its purpose.",Yes - The DAX formula uses proper references for columns and measures.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.500,0.400,0.600,Calculate the percentage of open opportunities with priority relative to the total opportunities.,Provide a clear description for the measure to explain its business purpose and calculation logic. Simplify the formula if possible to reduce complexity.,"Adopt a more concise and standardized naming convention, such as 'Percentage_Open_Opty_With_Priority'."
Pipeline,Issue,% Total Stage 1 Opty count w/ priority,"CALCULATE([% Total Opty count w/ priority],KEEPFILTERS(Opportunity[Sales Stage Sort]=1))",Ratio Percentage,Yes,No - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,"No - The measure does not align with standard enterprise measures like Total Sales Value, Total Quantity, or Gross Margin.",No - The calculation logic is not self-explanatory due to the lack of description and nested functions.,"Low - The measure uses a straightforward calculation with minimal nesting, making it less complex.",No - The name is descriptive but overly verbose and does not follow enterprise naming conventions for clarity and brevity.,"No - The measure lacks a description, making it difficult for business users to understand its purpose.",Yes - The DAX formula uses proper references for columns and measures.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.550,0.500,0.600,Calculate the percentage of Stage 1 opportunities with priority relative to the total opportunities.,Provide a clear description for the measure to explain its business purpose and calculation logic.,"Adopt a more concise and standardized naming convention, such as 'Percentage_Stage1_Opty_With_Priority'."
Pipeline,Issue,% Total Stage 1 pipeline w/ priority,"CALCULATE([% Total Pipeline w/ Priority],KEEPFILTERS(Opportunity[Sales Stage Sort]=1))",Ratio Percentage,Yes,No - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,"No - The measure does not align with standard enterprise measures like Total Sales Value, Total Quantity, or Gross Margin.",No - The calculation logic is not self-explanatory due to the lack of description and nested functions.,"Low - The measure uses a straightforward calculation with minimal nesting, making it less complex.",No - The name is descriptive but overly verbose and does not follow enterprise naming conventions for clarity and brevity.,"No - The measure lacks a description, making it difficult for business users to understand its purpose.",Yes - The DAX formula uses proper references for columns and measures.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.550,0.500,0.600,Calculate the percentage of Stage 1 pipeline with priority relative to the total pipeline.,Provide a clear description for the measure to explain its business purpose and calculation logic.,"Adopt a more concise and standardized naming convention, such as 'Percentage_Stage1_Pipeline_With_Priority'."
Pipeline,Issue,Billed Pipeline Base,"CALCULATE(SUM(Pipeline[PipelineUSD]),KEEPFILTERS(Pipeline[PipelineType]=""Billed""))",Simple Aggregation,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures.,No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and unclear business context.,"Medium - The measure uses nested functions (CALCULATE, SUM, KEEPFILTERS) but is not overly complex.",No - The name does not clearly reflect the calculation logic or business purpose.,"No - The measure lacks a description, making it difficult to understand its business purpose.","Yes - The formula uses fully qualified column references (e.g., Pipeline[PipelineUSD]) and proper DAX syntax.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.300,0.400,0.200,Calculate the total billed pipeline value in USD.,Add a clear description explaining the business purpose of the measure. Consider aligning the measure with enterprise standards or providing additional context for its use.,"Rename the measure to better reflect its calculation logic and business purpose, such as 'Total Billed Pipeline USD'."
Pipeline,Issue,ACR Pipeline Base,"CALCULATE(SUM(Pipeline[ACRPipelineUSD]),KEEPFILTERS(Pipeline[PipelineType]=""Consumption""),ALL('Product'))",Complex Calculation,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures.,No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and unclear business context.,"High - The measure uses nested functions (CALCULATE, SUM, KEEPFILTERS, ALL) and has a relatively high complexity level.",No - The name does not clearly reflect the calculation logic or business purpose.,"No - The measure lacks a description, making it difficult to understand its business purpose.","Yes - The formula uses fully qualified column references (e.g., Pipeline[ACRPipelineUSD]) and proper DAX syntax.",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.250,0.300,0.200,"Calculate the ACR pipeline value in USD for consumption, excluding product filters.",Add a clear description explaining the business purpose of the measure. Simplify the formula if possible to reduce complexity.,"Rename the measure to better reflect its calculation logic and business purpose, such as 'ACR Pipeline Consumption USD'."
Pipeline,Warning,# Open Opportunities w/ Priority,"CALCULATE([# Opportunities w/ Priority]
        ,KEEPFILTERS('Priority Pipeline'[OpenOpportunityFlag] =1))",Simple Aggregation,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures.,Yes - The measure aligns with standard enterprise reporting needs for tracking opportunities.,Yes - The calculation logic is straightforward and aligns with the measure name.,"Low - The measure uses simple functions (CALCULATE, KEEPFILTERS) and is easy to understand.",Yes - The name clearly reflects the calculation logic and business purpose.,"No - The measure lacks a description, which could improve clarity.",Yes - The formula uses proper DAX syntax and references.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Track the number of open opportunities with priority.,Add a description to improve clarity and provide additional business context.,No changes needed; the naming convention is appropriate.
Pipeline,Issue,# Open Opportunities w/o Priority," CALCULATE([Opportunity Count]
 ,KEEPFILTERS('Opportunity'[Account Priority Attached]=""No"")
,KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag]=1))
",Calculated Measure,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,"No - This measure is specific to filtering opportunities without priority, which is not a standard enterprise measure like Total Sales or Gross Margin.",No - The calculation logic is not self-explanatory due to the use of multiple filters and nested functions without a clear description.,"Medium - The measure uses nested functions (CALCULATE, KEEPFILTERS) and multiple filters, which adds moderate complexity.",No - The name is descriptive but uses abbreviations ('w/o') that are not aligned with enterprise naming standards.,"No - The measure lacks a description, which reduces clarity for business users.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.500,0.400,0.600,Identifies the count of open opportunities without priority for pipeline analysis.,Add a description to explain the business purpose of filtering opportunities without priority. Simplify the logic if possible to reduce complexity.,"Rename the measure to avoid abbreviations (e.g., 'Pipeline.Open Opportunities Without Priority')."
Pipeline,Warning,Qualified Pipeline,"CALCULATE(
    SUM( 'Pipeline'[QualifiedPipeline] )
    , KEEPFILTERS( Pipeline[PipelineType] = ""Billed"" )
)
",Simple Aggregation,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with enterprise standards for pipeline analysis, focusing on qualified pipeline values.","Yes - The calculation logic is straightforward, summing qualified pipeline values with a filter applied.","Low - The measure uses simple aggregation (SUM) with a single filter, making it easy to understand.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which could improve clarity for business users.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the total qualified pipeline for billed opportunities.,Add a description to explain the business purpose of summing qualified pipeline values.,No changes needed; the name is clear and descriptive.
Pipeline,Issue,Azure Qualified Pipeline,"CALCULATE(
    SUM('Pipeline'[QualifiedPipeline])
    ,KEEPFILTERS(Pipeline[PipelineType] = ""Consumption"")
    ,USERELATIONSHIP(Account[dimaccountgeographyhierarchykey],Pipeline[dimaccountgeographyhierarchykey]))",Complex Calculation,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,"No - This measure is specific to Azure consumption pipeline analysis, which is not a standard enterprise measure.","No - The calculation logic is complex due to nested functions and the use of USERELATIONSHIP, making it harder to understand.","High - The measure uses multiple nested functions and USERELATIONSHIP, which increases complexity significantly.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which reduces clarity for business users.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Calculates the Azure consumption pipeline values for specific geography relationships.,Simplify the calculation logic if possible to reduce complexity. Add a description to explain the business purpose of Azure consumption pipeline analysis.,No changes needed; the name is clear and descriptive.
User Seller,Issue,CURRENT_USER,"LEFT(USERPRINCIPALNAME(),FIND(""@"",USERPRINCIPALNAME())-1)",Calculated Measure,Yes,"Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures. The formula extracts the username from the USERPRINCIPALNAME() function, which is specific to this measure.","No - This measure does not align with standard enterprise measures like Total Sales Value, Gross Margin, or YoY Growth. It serves a specific technical purpose rather than a business-focused one.","No - The calculation logic is technical and not immediately understandable to business users. It uses nested functions (LEFT, FIND, USERPRINCIPALNAME) without a clear explanation of its purpose.","Medium - The measure uses nested functions (LEFT, FIND, USERPRINCIPALNAME) which add moderate complexity. While the logic is not overly complex, it requires technical understanding to interpret.",No - The name 'CURRENT_USER' is generic and does not clearly describe the calculation logic or purpose. A more descriptive name like 'Extracted_User_Name' would better align with naming standards.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose and calculation logic.","Yes - The measure uses proper DAX syntax and references functions correctly. USERPRINCIPALNAME() is a valid DAX function, and the nested logic is syntactically correct.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.300,0.400,0.200,Extracts the username from the USERPRINCIPALNAME() function for user-specific analytics or filtering.,Consider simplifying the calculation logic or providing a clear description to explain the purpose of the measure. Ensure the measure aligns with business-focused use cases to increase its value.,"Rename the measure to something more descriptive, such as 'Extracted_User_Name', to better reflect its calculation logic and purpose. Avoid generic names like 'CURRENT_USER'."
