Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Measure_Complexity_Level,Measure_Complexity_Explanation,Calculation_Type,Complexity_Recommendations,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Measure_Complexity_Score,Measure_Complexity_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Overall_Score,Max_Overall_Score,Confidence_Score
Pipeline,# Consumed Oppties w/ Priority,"CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Consumption""))",,good,No,,No,,Yes,# opportunities w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (101 characters); Single-line format reduces readability,calculated_measure,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Replace division operator (/) with DIVIDE() function for error handling; Rule 4: Consider simplifying business logic or adding better documentation",Yes,,"# Consumed Oppties w/ Priority -> Pipeline + CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Consumption"")) | REFERENCES: # Opportunities w/ Priority -> Pipeline + SUMX( VALUES( 'Priority Pipeline'[dimopportunitykey] ), 1 )
            
    ","The name '# Consumed Oppties w/ Priority' is self-explanatory as it indicates it counts consumed opportunities with priority, which aligns with the context.",The name reflects the calculation as the context shows it filters opportunities with priority for 'Consumption' pipeline type.,The abbreviation 'Oppties' is a reasonable shorthand for 'Opportunities' and does not hinder understanding.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925
Pipeline,% of Billed Opties w/ future date,"
VAR Numerator = CALCULATE([# Billed Oppties w/ Priority]
               ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
               ,KEEPFILTERS(Opportunity[Opportunity Due Date] > today())
) 
VAR Denominator = CALCULATE([# Billed Oppties w/ Priority]
                  ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
)                                                         

RETURN DIVIDE(Numerator,Denominator) ",,warning,No,,No,,Yes,# billed oppties w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (431 characters); Moderate function nesting (7 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows Rule 4 complexity best practices,No,,"% of Billed Opties w/ future date -> Pipeline + 
VAR Numerator = CALCULATE([# Billed Oppties w/ Priority]
               ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
               ,KEEPFILTERS(Opportunity[Opportunity Due Date] > today())
) 
VAR Denominator = CALCULATE([# Billed Oppties w/ Priority]
                  ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
)                                                         

RETURN DIVIDE(Numerator,Denominator)  | REFERENCES: # Billed Oppties w/ Priority -> Pipeline + CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Billed""))","The name '% of Billed Opties w/ future date' is self-explanatory as it indicates it calculates the percentage of billed opportunities with a future date, which aligns with the context.",The name reflects the calculation as the context shows it divides billed opportunities with a future date by total billed opportunities.,The abbreviation 'Opties' is a reasonable shorthand for 'Opportunities' and does not hinder understanding.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999
Pipeline,% of Consumption Opties w/ future date,"
VAR Numerator = CALCULATE([# Consumed Oppties w/ Priority]
               ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
               ,KEEPFILTERS(Opportunity[Estimated Completion Date] > today())
) 
VAR Denominator = CALCULATE([# Consumed Oppties w/ Priority]
                  ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1 )
)                                                         

RETURN DIVIDE(Numerator,Denominator) ",,warning,No,,No,,Yes,# consumed oppties w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (441 characters); Moderate function nesting (7 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows Rule 4 complexity best practices,No,,"% of Consumption Opties w/ future date -> Pipeline + 
VAR Numerator = CALCULATE([# Consumed Oppties w/ Priority]
               ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
               ,KEEPFILTERS(Opportunity[Estimated Completion Date] > today())
) 
VAR Denominator = CALCULATE([# Consumed Oppties w/ Priority]
                  ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1 )
)                                                         

RETURN DIVIDE(Numerator,Denominator)  | REFERENCES: # Consumed Oppties w/ Priority -> Pipeline + CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Consumption""))","The name '% of Consumption Opties w/ future date' is self-explanatory as it indicates it calculates the percentage of consumed opportunities with a future date, which aligns with the context.",The name reflects the calculation as the context shows it divides consumed opportunities with a future date by total consumed opportunities.,The abbreviation 'Opties' is a reasonable shorthand for 'Opportunities' and does not hinder understanding.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999
Pipeline,% Total Pipeline w/ Priority," VAR Num = CALCULATE( [Billed Pipeline w/ Priority] + [ACR Pipeline w/ Priority], KEEPFILTERS( 'Priority Pipeline'[OpenOpportunityFlag] = 1 ) )
 VAR Den = CALCULATE( [Billed Pipeline] + [ACR Pipeline],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1) ) 
 RETURN DIVIDE(Num, Den)        
        
        
       ",,good,No,,No,,Yes,"acr pipeline, acr pipeline w/ priority, billed pipeline, billed pipeline w/ priority",Medium,Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (314 characters); Moderate function nesting (5 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows Rule 4 complexity best practices,Yes,,"% Total Pipeline w/ Priority -> Pipeline +  VAR Num = CALCULATE( [Billed Pipeline w/ Priority] + [ACR Pipeline w/ Priority], KEEPFILTERS( 'Priority Pipeline'[OpenOpportunityFlag] = 1 ) )
 VAR Den = CALCULATE( [Billed Pipeline] + [ACR Pipeline],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1) ) 
 RETURN DIVIDE(Num, Den)        
        
        
        | REFERENCES: ACR Pipeline -> Pipeline + [ACR Pipeline Base], ACR Pipeline w/ Priority -> Pipeline + CALCULATE (SUM('Priority Pipeline'[ACRPipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Consumption"")), Billed Pipeline -> Pipeline + [Billed Pipeline Base], Billed Pipeline w/ Priority -> Pipeline + CALCULATE (SUM('Priority Pipeline'[PipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Billed""))","The name '% Total Pipeline w/ Priority' is self-explanatory as it indicates it calculates the percentage of the total pipeline with priority, which aligns with the context.",The name reflects the calculation as the context shows it divides the prioritized billed and ACR pipelines by the total pipeline.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925
Pipeline,% Billed opties w/ close plan,"
VAR X = CALCULATE( [Billed Pipeline], KEEPFILTERS( Opportunity[Close Plan Attached] = ""Yes"" ),KEEPFILTERS('Opportunity'[Open Opportunity Flag] = 1) )

VAR Y = CALCULATE( [Billed Pipeline],KEEPFILTERS('Opportunity'[Open Opportunity Flag] = 1) )

RETURN DIVIDE( X, Y ,"""")",,issue,No,,No,,Yes,billed pipeline,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (270 characters); Moderate function nesting (6 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows Rule 4 complexity best practices,No,,"% Billed opties w/ close plan -> Pipeline + 
VAR X = CALCULATE( [Billed Pipeline], KEEPFILTERS( Opportunity[Close Plan Attached] = ""Yes"" ),KEEPFILTERS('Opportunity'[Open Opportunity Flag] = 1) )

VAR Y = CALCULATE( [Billed Pipeline],KEEPFILTERS('Opportunity'[Open Opportunity Flag] = 1) )

RETURN DIVIDE( X, Y ,"""") | REFERENCES: Billed Pipeline -> Pipeline + [Billed Pipeline Base]","The name reasonably indicates that it calculates the percentage of billed opportunities with a close plan, which aligns with the context.","The name reflects the calculation as it involves dividing billed opportunities with a close plan by total billed opportunities, as shown in the context.","The abbreviation 'opties' is unclear and not a standard abbreviation, making the name cryptic.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1.2999999999999998,2.0,0.6499999999999999
Pipeline,% of Total Opties w/ future date,"
VAR Numerator = CALCULATE([# Open Opportunities w/ Priority], OR(Opportunity[Opportunity Due Date] > today(),Opportunity[Estimated Completion Date] > today())) 
VAR Denominator = [# Open Opportunities w/ Priority]                                                

RETURN DIVIDE(Numerator,Denominator) ",,critical,No,,No,,Yes,# open opportunities w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (301 characters); Moderate function nesting (5 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows Rule 4 complexity best practices,No,,"% of Total Opties w/ future date -> Pipeline + 
VAR Numerator = CALCULATE([# Open Opportunities w/ Priority], OR(Opportunity[Opportunity Due Date] > today(),Opportunity[Estimated Completion Date] > today())) 
VAR Denominator = [# Open Opportunities w/ Priority]                                                

RETURN DIVIDE(Numerator,Denominator)  | REFERENCES: # Open Opportunities w/ Priority -> Pipeline + CALCULATE([# Opportunities w/ Priority]
        ,KEEPFILTERS('Priority Pipeline'[OpenOpportunityFlag] =1))","The name indicates it calculates the percentage of total opportunities with a future date, which aligns with the context.","The name reflects the calculation as it involves dividing the number of open opportunities with a future date by the total number of open opportunities, as shown in the context.","The abbreviation 'opties' is unclear and not a standard abbreviation, making the name cryptic.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1.15,2.0,0.575
Pipeline,Total Pipeline,[Billed Pipeline]+[ACR Pipeline],,issue,No,,No,,Yes,"acr pipeline, billed pipeline",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,,"Total Pipeline -> Pipeline + [Billed Pipeline]+[ACR Pipeline] | REFERENCES: ACR Pipeline -> Pipeline + [ACR Pipeline Base], Billed Pipeline -> Pipeline + [Billed Pipeline Base]","The name clearly indicates it calculates the total pipeline, which aligns with the context.","The name reflects the calculation as it sums billed and ACR pipeline values, as shown in the context.",There are no problematic abbreviations in the name.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Pipeline,% ACR Pipeline w/ Priority,"VAR X = CALCULATE([ACR Pipeline],KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))

RETURN DIVIDE( [ACR Pipeline w/ Priority], X )",,good,No,,No,,Yes,"acr pipeline, acr pipeline w/ priority",Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (151 characters); Well-formatted with line breaks,ratio_percentage,Formula follows Rule 4 complexity best practices,No,,"% ACR Pipeline w/ Priority -> Pipeline + VAR X = CALCULATE([ACR Pipeline],KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))

RETURN DIVIDE( [ACR Pipeline w/ Priority], X ) | REFERENCES: ACR Pipeline -> Pipeline + [ACR Pipeline Base], ACR Pipeline w/ Priority -> Pipeline + CALCULATE (SUM('Priority Pipeline'[ACRPipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Consumption""))","The name indicates it calculates the percentage of ACR pipeline with priority, which aligns with the context.","The name reflects the calculation as it divides ACR pipeline with priority by the total ACR pipeline, as shown in the context.",There are no problematic abbreviations in the name. 'ACR' is a standard Microsoft abbreviation.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Pipeline,# Billed Oppties,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Opportunity Type] IN {""Billed"",""Billed & Consumption""}))",,critical,No,,No,,Yes,opportunity count,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (111 characters); Single-line format reduces readability,calculated_measure,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Consider simplifying business logic or adding better documentation",No,,"# Billed Oppties -> Pipeline + CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Opportunity Type] IN {""Billed"",""Billed & Consumption""})) | REFERENCES: Opportunity Count -> Pipeline + SUMX(VALUES('Pipeline'[dimopportunitykey]),1)","The name indicates it calculates the count of billed opportunities, which aligns with the context.","The name reflects the calculation as it filters and counts billed opportunities, as shown in the context.","The abbreviation 'Oppties' is unclear and not a standard abbreviation, making the name cryptic.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1.15,2.0,0.575
Pipeline,# Consumed Oppties,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Opportunity Type] IN {""Consumption"",""Billed & Consumption""}))",,critical,No,,No,,Yes,opportunity count,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (116 characters); Single-line format reduces readability,calculated_measure,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Consider simplifying business logic or adding better documentation",No,,"# Consumed Oppties -> Pipeline + CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Opportunity Type] IN {""Consumption"",""Billed & Consumption""})) | REFERENCES: Opportunity Count -> Pipeline + SUMX(VALUES('Pipeline'[dimopportunitykey]),1)","The name indicates it calculates the count of consumed opportunities, which aligns with the context.","The name reflects the calculation as it filters and counts consumed opportunities, as shown in the context.","The abbreviation 'Oppties' is unclear and not a standard abbreviation, making the name cryptic.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1.15,2.0,0.575
Pipeline,% Total Opty count w/ priority,"VAR X = CALCULATE([Opportunity Count],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1))

RETURN DIVIDE ([# Open Opportunities w/ Priority],X)",,issue,No,,No,,Yes,"# open opportunities w/ priority, opportunity count",Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (144 characters); Well-formatted with line breaks,calculated_measure,Rule 4: Replace division operator (/) with DIVIDE() function for error handling,Yes,,"% Total Opty count w/ priority -> Pipeline + VAR X = CALCULATE([Opportunity Count],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1))

RETURN DIVIDE ([# Open Opportunities w/ Priority],X) | REFERENCES: # Open Opportunities w/ Priority -> Pipeline + CALCULATE([# Opportunities w/ Priority]
        ,KEEPFILTERS('Priority Pipeline'[OpenOpportunityFlag] =1)), Opportunity Count -> Pipeline + SUMX(VALUES('Pipeline'[dimopportunitykey]),1)","The name indicates it calculates the percentage of total opportunity count with priority, which aligns with the context.","The name reflects the calculation as it divides the count of open opportunities with priority by the total opportunity count, as shown in the context.","The abbreviation 'Opty' is unclear and not a standard abbreviation, making the name cryptic.",0.2,0.2,0.2,0.2,0.3,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1.48,2.0,0.74
Pipeline,% Total Stage 1 Opty count w/ priority,"CALCULATE([% Total Opty count w/ priority],KEEPFILTERS(Opportunity[Sales Stage Sort]=1))",,issue,No,,No,,Yes,% total opty count w/ priority,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic,ratio_percentage,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Replace division operator (/) with DIVIDE() function for error handling",No,,"% Total Stage 1 Opty count w/ priority -> Pipeline + CALCULATE([% Total Opty count w/ priority],KEEPFILTERS(Opportunity[Sales Stage Sort]=1)) | REFERENCES: % Total Opty count w/ priority -> Pipeline + VAR X = CALCULATE([Opportunity Count],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1))

RETURN DIVIDE ([# Open Opportunities w/ Priority],X)","The name indicates it calculates the percentage of total stage 1 opportunity count with priority, which aligns with the context.","The name reflects the calculation as it filters stage 1 opportunities and calculates the percentage with priority, as shown in the context.","The abbreviation 'Opty' is unclear and not a standard abbreviation, making the name cryptic.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1.2999999999999998,2.0,0.6499999999999999
Pipeline,% Total Stage 1 pipeline w/ priority,"CALCULATE([% Total Pipeline w/ Priority],KEEPFILTERS(Opportunity[Sales Stage Sort]=1))",,good,No,,No,,Yes,% total pipeline w/ priority,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic,ratio_percentage,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Replace division operator (/) with DIVIDE() function for error handling",No,,"% Total Stage 1 pipeline w/ priority -> Pipeline + CALCULATE([% Total Pipeline w/ Priority],KEEPFILTERS(Opportunity[Sales Stage Sort]=1)) | REFERENCES: % Total Pipeline w/ Priority -> Pipeline +  VAR Num = CALCULATE( [Billed Pipeline w/ Priority] + [ACR Pipeline w/ Priority], KEEPFILTERS( 'Priority Pipeline'[OpenOpportunityFlag] = 1 ) )
 VAR Den = CALCULATE( [Billed Pipeline] + [ACR Pipeline],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1) ) 
 RETURN DIVIDE(Num, Den)        
        
        
       ","The name indicates it calculates the percentage of total stage 1 pipeline with priority, which aligns with the context.","The name reflects the calculation as it filters stage 1 pipeline and calculates the percentage with priority, as shown in the context.",There are no problematic abbreviations in the name.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Pipeline,Billed Pipeline Base,"CALCULATE(SUM(Pipeline[PipelineUSD]),KEEPFILTERS(Pipeline[PipelineType]=""Billed""))",,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Format SUM expressions with line breaks when part of complex calculations",Yes,,"Billed Pipeline Base -> Pipeline + CALCULATE(SUM(Pipeline[PipelineUSD]),KEEPFILTERS(Pipeline[PipelineType]=""Billed""))","The name indicates it calculates the base value of billed pipeline, which aligns with the context.","The name reflects the calculation as it sums the billed pipeline values, as shown in the context.",There are no problematic abbreviations in the name.,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2.0,2.0,1.0
Pipeline,ACR Pipeline Base,"CALCULATE(SUM(Pipeline[ACRPipelineUSD]),KEEPFILTERS(Pipeline[PipelineType]=""Consumption""),ALL('Product'))",,good,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (105 characters); Moderate function nesting (4 nested functions); Single-line format reduces readability,calculated_measure,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Format SUM expressions with line breaks when part of complex calculations; Rule 4: Consider simplifying business logic or adding better documentation",Yes,,"ACR Pipeline Base -> Pipeline + CALCULATE(SUM(Pipeline[ACRPipelineUSD]),KEEPFILTERS(Pipeline[PipelineType]=""Consumption""),ALL('Product'))","The name indicates it calculates the base value of ACR pipeline, which aligns with the context.","The name reflects the calculation as it sums the ACR pipeline values, as shown in the context.",There are no problematic abbreviations in the name. 'ACR' is a standard Microsoft abbreviation.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925
Pipeline,# Open Opportunities w/ Priority,"CALCULATE([# Opportunities w/ Priority]
        ,KEEPFILTERS('Priority Pipeline'[OpenOpportunityFlag] =1))",,good,No,,No,,Yes,# opportunities w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (106 characters); Well-formatted with line breaks,calculated_measure,Rule 4: Replace division operator (/) with DIVIDE() function for error handling,Yes,,"# Open Opportunities w/ Priority -> Pipeline + CALCULATE([# Opportunities w/ Priority]
        ,KEEPFILTERS('Priority Pipeline'[OpenOpportunityFlag] =1)) | REFERENCES: # Opportunities w/ Priority -> Pipeline + SUMX( VALUES( 'Priority Pipeline'[dimopportunitykey] ), 1 )
            
    ","The name indicates it calculates the count of open opportunities with priority, which aligns with the context.","The name reflects the calculation as it filters and counts open opportunities with priority, as shown in the context.",There are no problematic abbreviations in the name.,0.2,0.2,0.2,0.2,0.3,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.88,2.0,0.94
Pipeline,# Open Opportunities w/o Priority," CALCULATE([Opportunity Count]
 ,KEEPFILTERS('Opportunity'[Account Priority Attached]=""No"")
,KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag]=1))
",,warning,No,,No,,Yes,opportunity count,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (144 characters); Well-formatted with line breaks,calculated_measure,Formula follows Rule 4 complexity best practices,No,,"# Open Opportunities w/o Priority -> Pipeline +  CALCULATE([Opportunity Count]
 ,KEEPFILTERS('Opportunity'[Account Priority Attached]=""No"")
,KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag]=1))
 | REFERENCES: Opportunity Count -> Pipeline + SUMX(VALUES('Pipeline'[dimopportunitykey]),1)","The name indicates it calculates the count of open opportunities without priority, which aligns with the context.","The name reflects the calculation as it filters and counts open opportunities without priority, as shown in the context.",There are no problematic abbreviations in the name.,0.2,0.2,0.2,0.2,0.0,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.58,2.0,0.79
Pipeline,Qualified Pipeline,"CALCULATE(
    SUM( 'Pipeline'[QualifiedPipeline] )
    , KEEPFILTERS( Pipeline[PipelineType] = ""Billed"" )
)
",,warning,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (109 characters); Well-formatted with line breaks,calculated_measure,Formula follows Rule 4 complexity best practices,No,,"Qualified Pipeline -> Pipeline + CALCULATE(
    SUM( 'Pipeline'[QualifiedPipeline] )
    , KEEPFILTERS( Pipeline[PipelineType] = ""Billed"" )
)
","The name indicates it calculates the qualified pipeline, which aligns with the context.","The name reflects the calculation as it sums the qualified pipeline values, as shown in the context.",There are no problematic abbreviations in the name.,0.2,0.2,0.2,0.2,0.0,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.58,2.0,0.79
Pipeline,Azure Qualified Pipeline,"CALCULATE(
    SUM('Pipeline'[QualifiedPipeline])
    ,KEEPFILTERS(Pipeline[PipelineType] = ""Consumption"")
    ,USERELATIONSHIP(Account[dimaccountgeographyhierarchykey],Pipeline[dimaccountgeographyhierarchykey]))",,issue,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Moderate length expression (212 characters); Moderate function nesting (4 nested functions); Well-formatted with line breaks",complex_calculation,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,,"Azure Qualified Pipeline -> Pipeline + CALCULATE(
    SUM('Pipeline'[QualifiedPipeline])
    ,KEEPFILTERS(Pipeline[PipelineType] = ""Consumption"")
    ,USERELATIONSHIP(Account[dimaccountgeographyhierarchykey],Pipeline[dimaccountgeographyhierarchykey]))","The name indicates it calculates the Azure qualified pipeline, which aligns with the context.","The name reflects the calculation as it sums the Azure qualified pipeline values, as shown in the context.",There are no problematic abbreviations in the name.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
User Seller,CURRENT_USER,"LEFT(USERPRINCIPALNAME(),FIND(""@"",USERPRINCIPALNAME())-1)",,issue,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern; Moderate function nesting (4 nested functions)",undocumented,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,,"CURRENT_USER -> User Seller + LEFT(USERPRINCIPALNAME(),FIND(""@"",USERPRINCIPALNAME())-1)","The name 'CURRENT_USER' is self-explanatory as it clearly indicates that the measure is related to identifying or retrieving the current user, which aligns with the context of extracting the username from the USERPRINCIPALNAME function.","The name 'CURRENT_USER' reflects the calculation shown in the context, which extracts the current user's name from their USERPRINCIPALNAME. The name aligns with the business purpose of identifying the current user.",There are no cryptic or problematic abbreviations in the measure name 'CURRENT_USER'. The name is clear and uses standard terminology.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
