Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Measure_Complexity_Level,Measure_Complexity_Explanation,Calculation_Type,Complexity_Recommendations,Has_Commonly_Used_Measure,Commonly_Used_Explanation,DAX_Recommendations,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Measure_Complexity_Score,Measure_Complexity_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Overall_Score,Max_Overall_Score,Confidence_Score
Trending,DBF VTF $ Latest Week,"VAR X = CALCULATE([Total DBF] - [Billed Forecast], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) ,ALL('Trending Week'))

RETURN IFERROR(X,BLANK())",,good,No,,No,,Yes,"billed forecast, total dbf",Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (158 characters); Moderate function nesting (5 nested functions); Well-formatted with line breaks,calculated_measure,Formula follows measure complexity best practices,Yes,Referenced by 1 measure(s): WW_DBF VTF $,,The name 'DBF VTF $ Latest Week' is self-explanatory as it indicates it calculates the DBF variance to forecast in dollars for the latest week.,"The name reflects the calculation as it calculates the difference between 'Total DBF' and 'Billed Forecast' for the latest week, which aligns with the name.",There are no problematic abbreviations in the name. 'DBF' and 'VTF' are standard abbreviations in the business context.,0.2,0.2,0.2,0.2,0.3,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.88,2.0,0.94
Trending,WW_DBF VTB $," DIVIDE([DBF VTB $ Latest Week],1000,BLANK())",,good,No,,No,,Yes,dbf vtb $ latest week,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'WW_DBF VTB $' is self-explanatory as it indicates it calculates the worldwide DBF variance to budget in dollars.,"The name reflects the calculation as it divides 'DBF VTB $ Latest Week' by 1000, which aligns with the name.","There are no problematic abbreviations in the name. 'WW', 'DBF', and 'VTB' are standard abbreviations in the business context.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Trending,WW_DBF VTF $," DIVIDE([DBF VTF $ Latest Week],1000,BLANK())",,good,No,,No,,Yes,dbf vtf $ latest week,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'WW_DBF VTF $' is self-explanatory as it indicates it calculates the worldwide DBF variance to forecast in dollars.,"The name reflects the calculation as it divides 'DBF VTF $ Latest Week' by 1000, which aligns with the name.","There are no problematic abbreviations in the name. 'WW', 'DBF', and 'VTF' are standard abbreviations in the business context.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Trending,Uncommitted Upside Pipeline Latest Week,"CALCULATE([Uncommitted Upside Pipeline],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",,good,No,,No,,Yes,uncommitted upside pipeline,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation",Yes,Referenced by 1 measure(s): WW_Upside Pipeline Latest Week,,The name 'Uncommitted Upside Pipeline Latest Week' is self-explanatory as it indicates it calculates the uncommitted upside pipeline for the latest week.,"The name reflects the calculation as it calculates the sum of 'UncommittedUpsidePipeline' for the latest week, which aligns with the name.",There are no problematic abbreviations in the name. All terms are clear and standard.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925
Trending,Uncommitted Pipeline Latest Week,"CALCULATE([Uncommitted Pipeline],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",,warning,No,,No,,Yes,uncommitted pipeline,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation",No,Not referenced by any other measures in the model,,The name 'Uncommitted Pipeline Latest Week' is self-explanatory as it clearly indicates that the measure calculates the uncommitted pipeline for the latest week.,The name reflects the calculation as the context shows it calculates the uncommitted pipeline for the latest week using the 'Uncommitted Pipeline' measure filtered by 'Latest Week'.,There are no problematic abbreviations in the measure name. All terms are clear and standard.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999
Trending,Qualified Pipeline in High Stage Latest Week,"CALCULATE([Qualified Pipeline in High Stage],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",,good,No,,No,,Yes,qualified pipeline in high stage,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (103 characters); Single-line format reduces readability,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation",Yes,Referenced by 1 measure(s): WW_QPAT60 KPI,,The name 'Qualified Pipeline in High Stage Latest Week' is self-explanatory as it indicates the measure calculates the qualified pipeline in a high stage for the latest week.,The name reflects the calculation as the context shows it calculates the qualified pipeline in a high stage filtered by 'Latest Week'.,There are no problematic abbreviations in the measure name. All terms are clear and standard.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925
Trending,Qualified Pipeline in High Stage MoM,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR A = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
)

VAR B = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
)

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",,issue,No,,No,,Yes,qualified pipeline in high stage,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (523 characters); Excessive function nesting (13 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'Qualified Pipeline in High Stage MoM' is self-explanatory as it indicates the measure calculates the month-over-month change in the qualified pipeline in a high stage.,The name reflects the calculation as the context shows it calculates the month-over-month difference in the qualified pipeline in a high stage.,There are no problematic abbreviations in the measure name. 'MoM' is a standard abbreviation for 'Month over Month'.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,Qualified Pipeline in High Stage WoW,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR A = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
)

VAR B = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
)

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",,issue,No,,No,,Yes,qualified pipeline in high stage,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (521 characters); Excessive function nesting (13 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'Qualified Pipeline in High Stage WoW' is self-explanatory as it indicates the measure calculates the week-over-week change in the qualified pipeline in a high stage.,The name reflects the calculation as the context shows it calculates the week-over-week difference in the qualified pipeline in a high stage.,There are no problematic abbreviations in the measure name. 'WoW' is a standard abbreviation for 'Week over Week'.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,WW_Upside Pipeline Latest Week," DIVIDE([Uncommitted Upside Pipeline Latest Week], 1000, BLANK())",,good,No,,No,,Yes,uncommitted upside pipeline latest week,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'WW_Upside Pipeline Latest Week' is self-explanatory as it indicates the measure calculates the worldwide upside pipeline for the latest week.,The name reflects the calculation as the context shows it calculates the worldwide upside pipeline for the latest week.,There are no problematic abbreviations in the measure name. 'WW' is a standard abbreviation for 'Worldwide'.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Trending,DBF VTF WoW,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,critical,No,,No,,Yes,"billed forecast, total dbf",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (666 characters); Excessive function nesting (13 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'DBF VTF WoW' is not self-explanatory as it uses abbreviations that are not immediately clear without additional context.,"The name does not reflect the calculation as the context shows it calculates the week-over-week variance between 'Total DBF' and 'Billed Forecast', but the name does not make this clear.","The name contains unclear abbreviations ('DBF', 'VTF') that are not standard or widely understood.",0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.0,0.2,0.0,0.4,0.0,0.4,0.4,2.0,0.2
Trending,DBF VTF MoM,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevMonthKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,critical,No,,No,,Yes,"billed forecast, total dbf",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (668 characters); Excessive function nesting (13 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'DBF VTF MoM' is not self-explanatory as it uses abbreviations that are not immediately clear without additional context.,"The name does not reflect the calculation as the context shows it calculates the month-over-month variance between 'Total DBF' and 'Billed Forecast', but the name does not make this clear.","The name contains unclear abbreviations ('DBF', 'VTF') that are not standard or widely understood.",0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.0,0.2,0.0,0.4,0.0,0.4,0.4,2.0,0.2
Trending,DBF VTB WoW,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,critical,No,,No,,Yes,"billed budget, total dbf",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (666 characters); Excessive function nesting (13 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'DBF VTB WoW' is not self-explanatory as it uses abbreviations that are not immediately clear without additional context.,"The name does not reflect the calculation as the context shows it calculates the week-over-week variance between 'Total DBF' and 'Billed Budget', but the name does not make this clear.","The name contains unclear abbreviations ('DBF', 'VTB') that are not standard or widely understood.",0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.0,0.2,0.0,0.4,0.0,0.4,0.4,2.0,0.2
Trending,DBF VTB MoM,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevmonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevmonthKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,critical,No,,No,,Yes,"billed budget, total dbf",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (668 characters); Excessive function nesting (13 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'DBF VTB MoM' is not self-explanatory as it uses abbreviations that are not immediately clear without additional context.,"The name does not reflect the calculation as the context shows it calculates the month-over-month variance between 'Total DBF' and 'Billed Budget', but the name does not make this clear.","The name contains unclear abbreviations ('DBF', 'VTB') that are not standard or widely understood.",0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.0,0.2,0.0,0.4,0.0,0.4,0.4,2.0,0.2
Trending,DBF YoY," 
VAR  A = CALCULATE(
    SUM( 'PY Trending'[Actual Billed Revenue] ) + SUM( 'PY Trending'[Scheduled Billed Revenue] ) + SUM( 'PY Trending'[CommittedPipeline] ) + SUM( 'PY Trending'[CommittedatRiskPipeline] ) + SUM( 'PY Trending'[Run Rate Projections] )
    , KEEPFILTERS( 'Trending Week'[Snapshot Week] = ""PY"" )
)
RETURN IFERROR([Total DBF Latest Week] - A,BLANK())",,issue,No,,No,,Yes,total dbf latest week,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Long expression (366 characters); High function nesting (9 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'DBF YoY' is self-explanatory as it indicates the measure calculates the year-over-year change in DBF.,The name reflects the calculation as the context shows it calculates the year-over-year difference in 'Total DBF'.,There are no problematic abbreviations in the measure name. 'YoY' is a standard abbreviation for 'Year over Year'.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,Additional Pipeline Needed Base,"VAR  A =( [Pipeline Target] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )
    

RETURN IFERROR(A,0)",,good,No,,No,,Yes,"billed budget, pipeline target",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Moderate length expression (241 characters); High function nesting (8 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,Yes,"Referenced by 2 measure(s): Additional Pipeline Needed MoM, Additional Pipeline Needed WoW",,The name 'Additional Pipeline Needed Base' is self-explanatory as it indicates the measure calculates the additional pipeline needed based on a base calculation.,The name reflects the calculation as the context shows it calculates the additional pipeline needed using pipeline targets and billed budgets.,There are no problematic abbreviations in the measure name. All terms are clear and standard.,0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Trending,Committed + Risk Pipeline,SUM(Trending[CommittedPipeline]) + SUM(Trending[CommittedatRiskPipeline]),,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Format SUM expressions with line breaks when part of complex calculations,Yes,"Referenced by 4 measure(s): % Committed, CPC to Budget, CPC to Forecast and 1 more",,The name 'Committed + Risk Pipeline' is self-explanatory as it indicates the measure calculates the sum of committed and at-risk pipelines.,The name reflects the calculation as the context shows it sums the committed and at-risk pipelines.,There are no problematic abbreviations in the measure name. All terms are clear and standard.,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2.0,2.0,1.0
Trending,CPC to Budget Latest Week KPI,[CPC to Budget Latest Week] * 100,,issue,No,,No,,Yes,cpc to budget latest week,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,Not referenced by any other measures in the model,,The name 'CPC to Budget Latest Week KPI' is self-explanatory as it indicates the measure calculates a KPI for CPC to budget for the latest week.,The name reflects the calculation as the context shows it calculates a KPI for CPC to budget for the latest week.,There are no problematic abbreviations in the measure name. 'CPC' is a standard abbreviation for 'Cost per Click'.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,Total DBF,SUM(Trending[ActualBilledRevenue]) + SUM(Trending[ScheduledBilledRevenue]) + SUM(Trending[CommittedPipeline]) + SUM(Trending[CommittedatRiskPipeline]) + SUM(Trending[RunRateProjections]) ,,good,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern; Moderate length expression (187 characters); Moderate function nesting (5 nested functions); Single-line format reduces readability",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; Format SUM expressions with line breaks when part of complex calculations; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,Yes,"Referenced by 9 measure(s): DBF VTB $, DBF VTF $, Total DBF Latest Week and 6 more",,The name 'Total DBF' is self-explanatory as it indicates the measure calculates the total DBF.,The name reflects the calculation as the context shows it sums various components to calculate the total DBF.,There are no problematic abbreviations in the measure name. 'DBF' is a standard abbreviation for 'Deal Based Forecast'.,0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Trending,Billed Budget,"SUMX(
    VALUES('Trending Week'[Week Name]),
    CALCULATE(SUM('Budget'[BilledBudget]))
)
",,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.); Moderate function nesting (4 nested functions)",simple_aggregation,Formula follows measure complexity best practices,Yes,"Referenced by 15 measure(s): Qualified Pipeline Coverage to Budget, DBF VTB $, DBF VTB % and 12 more",,The name 'Billed Budget' is self-explanatory as it indicates the measure calculates the billed budget.,The name reflects the calculation as the context shows it calculates the billed budget using a SUMX function.,There are no problematic abbreviations in the measure name. All terms are clear and standard.,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2.0,2.0,1.0
Trending,Billed Forecast,"SUMX(
    VALUES('Trending Week'[Week Name]),
    CALCULATE(SUM('CFO Forecast'[BilledForecast]))
)
",,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.); Moderate function nesting (4 nested functions)",simple_aggregation,Formula follows measure complexity best practices,Yes,"Referenced by 13 measure(s): Qualified Pipeline Coverage to Forecast, DBF VTF $, CPC to Forecast and 10 more",,"The name 'Billed Forecast' is self-explanatory as it clearly indicates that it represents a forecast related to billed amounts, which aligns with the context.","The name reflects the calculation in the context, which sums up billed forecast values from the 'CFO Forecast' table.",There are no problematic abbreviations in the name. The term 'Billed Forecast' is clear and widely understood.,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2.0,2.0,1.0
Trending,Qualified Pipeline,SUM(Trending[QualifiedPipeline]) ,,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,Yes,"Referenced by 7 measure(s): % Committed, % Upside, % Cloud and 4 more",,"The name 'Qualified Pipeline' is self-explanatory as it indicates it relates to a pipeline of qualified opportunities, which aligns with the context.","The name reflects the calculation in the context, which sums up the 'QualifiedPipeline' column in the 'Trending' table.",There are no problematic abbreviations in the name. The term 'Qualified Pipeline' is clear and widely understood.,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2.0,2.0,1.0
Trending,STU Owned Pipeline Base,"
DIVIDE (
    SUM ( Trending[QualifiedPipelineSTU] ),
    SUM ( Trending[QualifiedPipeline] ),
    BLANK()
)

",,good,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern; Moderate length expression (110 characters); Moderate function nesting (4 nested functions); Well-formatted with line breaks",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,Yes,"Referenced by 3 measure(s): STU Owned Pipeline MoM, STU Owned Pipeline WoW, STU Owned Pipeline Latest Week",,"The name 'STU Owned Pipeline Base' is self-explanatory as it indicates it relates to a base calculation for a pipeline owned by STU, which aligns with the context.","The name reflects the calculation in the context, which divides the sum of 'QualifiedPipelineSTU' by the sum of 'QualifiedPipeline'.",The abbreviation 'STU' is acceptable as it is a standard business term in this context.,0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Trending,Uncommitted Pipeline,SUM(Trending[UncommittedPipeline]),,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,Yes,"Referenced by 2 measure(s): Uncommitted + Upside Pipeline, Uncommitted Pipeline Latest Week",,"The name 'Uncommitted Pipeline' is self-explanatory as it indicates it relates to a pipeline of uncommitted opportunities, which aligns with the context.","The name reflects the calculation in the context, which sums up the 'UncommittedPipeline' column in the 'Trending' table.",There are no problematic abbreviations in the name. The term 'Uncommitted Pipeline' is clear and widely understood.,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2.0,2.0,1.0
Trending,Uncommitted Upside Pipeline,SUM(Trending[UncommittedUpsidePipeline]),,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,Yes,"Referenced by 2 measure(s): Uncommitted + Upside Pipeline, Uncommitted Upside Pipeline Latest Week",,"The name 'Uncommitted Upside Pipeline' is self-explanatory as it indicates it relates to the upside portion of an uncommitted pipeline, which aligns with the context.","The name reflects the calculation in the context, which sums up the 'UncommittedUpsidePipeline' column in the 'Trending' table.",There are no problematic abbreviations in the name. The term 'Uncommitted Upside Pipeline' is clear and widely understood.,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2.0,2.0,1.0
Trending,Additional Pipeline Needed,"VAR A = ( [Pipeline Target Unround] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) ) 
    
    
RETURN IF(OR(A <= 0,[QPC to Budget KPI] > 0.995),BLANK(),A)",,issue,No,,No,,Yes,"billed budget, pipeline target unround, qpc to budget kpi",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Moderate length expression (294 characters); High function nesting (10 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,"The name 'Additional Pipeline Needed' is self-explanatory as it indicates it calculates the additional pipeline required, which aligns with the context.","The name reflects the calculation in the context, which determines the additional pipeline required to meet targets based on billed budget, actual revenue, and other factors.",There are no problematic abbreviations in the name. The term 'Additional Pipeline Needed' is clear and widely understood.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,DBF VTF %,"DIVIDE([DBF VTF $], [Billed Forecast],BLANK())",,critical,No,,No,,Yes,"billed forecast, dbf vtf $",Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'DBF VTF %' is not self-explanatory as it uses abbreviations that are not immediately clear without additional context.,"The name does not clearly reflect the calculation in the context, which divides 'DBF VTF $' by 'Billed Forecast'. The abbreviations make it unclear.","The abbreviations 'DBF' and 'VTF' are unclear and not standard, making the name cryptic.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.0,0.2,0.0,0.4,0.0,0.4,0.7,2.0,0.35
