Table,Measure,Expression,Description,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Unqualified_Measures_Score,Unqualified_Measures_Explanation,Is_Self_Explanatory_Score,Why_Not_Self_Explanatory,Name_Reflects_Expression_Score,Why_Is_Name_Not_Reflecting_Expression,Avoid_Abbreviations_Score,Why_Cryptic_Abbreviated,Total_AI_Quality_Score,Combined_Naming_Score,Overall_Quality_Average,Issue_Severity,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
M_Defender,Defender Coverage Title,"VAR LCM = MAX(DimDate[IsLastAzureClosedMonth])
VAR COM = MAX(DimDate[IsCurrentAzureMonth])
VAR A = ""Customer ACR by Azure Workloads and Defender Coverage   (Last Closed Month Only)""
VAR B = ""Customer ACR by Azure Workloads and Defender Coverage   (Current Open Month Only)""
RETURN
IF(LCM=1,A,B)",,No,,No,,No,,No,,"Defender Coverage Title -> M_Defender + VAR LCM = MAX(DimDate[IsLastAzureClosedMonth])
VAR COM = MAX(DimDate[IsCurrentAzureMonth])
VAR A = ""Customer ACR by Azure Workloads and Defender Coverage   (Last Closed Month Only)""
VAR B = ""Customer ACR by Azure Workloads and Defender Coverage   (Current Open Month Only)""
RETURN
IF(LCM=1,A,B)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,Defender Coverage with Subscriptions Title,"VAR LCM = MAX(DimDate[IsLastAzureClosedMonth])
VAR COM = MAX(DimDate[IsCurrentAzureMonth])
VAR A = ""Customer ACR Details with Subscriptions by Azure Workloads and Defender Coverage   (Last Closed Month Only)""
VAR B = ""Customer ACR Details with Subscriptions by Azure Workloads and Defender Coverage   (Current Open Month Only)""
RETURN
IF(LCM=1,A,B)",,No,,No,,No,,No,,"Defender Coverage with Subscriptions Title -> M_Defender + VAR LCM = MAX(DimDate[IsLastAzureClosedMonth])
VAR COM = MAX(DimDate[IsCurrentAzureMonth])
VAR A = ""Customer ACR Details with Subscriptions by Azure Workloads and Defender Coverage   (Last Closed Month Only)""
VAR B = ""Customer ACR Details with Subscriptions by Azure Workloads and Defender Coverage   (Current Open Month Only)""
RETURN
IF(LCM=1,A,B)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,# Defendable Subscriptions,SUM(DefendableSubscriptions[DefendableSubscription]),,No,,No,,No,,Yes,,# Defendable Subscriptions -> M_Defender + SUM(DefendableSubscriptions[DefendableSubscription]),0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,# Defended Subscriptions,SUM(DefendableSubscriptions[Defended Subscription]),,No,,No,,No,,Yes,,# Defended Subscriptions -> M_Defender + SUM(DefendableSubscriptions[Defended Subscription]),0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,# Defendable Subscriptions Snapshot,SUM(DefendableSubscriptions_Snapshot[DefendableSubscription]),,No,,No,,No,,Yes,,# Defendable Subscriptions Snapshot -> M_Defender + SUM(DefendableSubscriptions_Snapshot[DefendableSubscription]),0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,# Defended Subscriptions Snapshot,SUM(DefendableSubscriptions_Snapshot[DefendedSubscription]),,No,,No,,No,,Yes,,# Defended Subscriptions Snapshot -> M_Defender + SUM(DefendableSubscriptions_Snapshot[DefendedSubscription]),0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,% Subscriptions Defended Snapshot,"DIVIDE([# Defended Subscriptions Snapshot] , [# Defendable Subscriptions Snapshot])",,No,,No,,Yes,"# defendable subscriptions snapshot, # defended subscriptions snapshot",No,,"% Subscriptions Defended Snapshot -> M_Defender + DIVIDE([# Defended Subscriptions Snapshot] , [# Defendable Subscriptions Snapshot]) | REFERENCES: # Defendable Subscriptions Snapshot -> M_Defender + SUM(DefendableSubscriptions_Snapshot[DefendableSubscription]), # Defended Subscriptions Snapshot -> M_Defender + SUM(DefendableSubscriptions_Snapshot[DefendedSubscription])",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,Selected BatchID Row,MAX('Distinct BatchID_DefenderSnapshot'[RowNum]),,No,,No,,No,,Yes,,Selected BatchID Row -> M_Defender + MAX('Distinct BatchID_DefenderSnapshot'[RowNum]),0.2,No qualified references - simpler measure,0.0,The name does not clearly indicate what 'Selected BatchID Row' represents or calculates.,0.0,The name does not reflect that it calculates the maximum row number for a specific BatchID.,0.4,,0.4,0.4,0.2,critical,1,RED,#FF0000
M_Defender,Previous Selected BatchID Row,[Selected BatchID Row] - 1,,No,,No,,Yes,selected batchid row,Yes,,Previous Selected BatchID Row -> M_Defender + [Selected BatchID Row] - 1 | REFERENCES: Selected BatchID Row -> M_Defender + MAX('Distinct BatchID_DefenderSnapshot'[RowNum]),0.2,No qualified references - simpler measure,0.0,The name does not clearly indicate what 'Previous Selected BatchID Row' represents or calculates.,0.0,The name does not reflect that it calculates the previous row number by subtracting 1 from the selected BatchID row.,0.4,,0.4,0.4,0.2,critical,1,RED,#FF0000
M_Defender,Selected Defended Subscriptions,"VAR BatchID = [Selected BatchID Row]
VAR PrevBatchID = [Previous Selected BatchID Row]
VAR Subs = [# Defended Subscriptions Snapshot]
RETURN
CALCULATE(Subs,'Distinct BatchID_DefenderSnapshot'[RowNum]=BatchID)",,No,,No,,Yes,"# defended subscriptions snapshot, previous selected batchid row, selected batchid row",Yes,,"Selected Defended Subscriptions -> M_Defender + VAR BatchID = [Selected BatchID Row]
VAR PrevBatchID = [Previous Selected BatchID Row]
VAR Subs = [# Defended Subscriptions Snapshot]
RETURN
CALCULATE(Subs,'Distinct BatchID_DefenderSnapshot'[RowNum]=BatchID) | REFERENCES: # Defended Subscriptions Snapshot -> M_Defender + SUM(DefendableSubscriptions_Snapshot[DefendedSubscription]), Previous Selected BatchID Row -> M_Defender + [Selected BatchID Row] - 1, Selected BatchID Row -> M_Defender + MAX('Distinct BatchID_DefenderSnapshot'[RowNum])",0.2,No qualified references - simpler measure,0.0,The name does not clearly indicate that it calculates defended subscriptions for a specific BatchID.,0.0,The name does not reflect that it calculates defended subscriptions for the selected BatchID.,0.4,,0.4,0.4,0.2,critical,1,RED,#FF0000
M_Defender,Previous Selected Defended Subscriptions,"VAR BatchID = [Selected BatchID Row]
VAR PrevBatchID = [Previous Selected BatchID Row]
VAR Subs = [# Defended Subscriptions Snapshot]
RETURN
CALCULATE(Subs,'Distinct BatchID_DefenderSnapshot'[RowNum]=PrevBatchID)",,No,,No,,Yes,"# defended subscriptions snapshot, previous selected batchid row, selected batchid row",Yes,,"Previous Selected Defended Subscriptions -> M_Defender + VAR BatchID = [Selected BatchID Row]
VAR PrevBatchID = [Previous Selected BatchID Row]
VAR Subs = [# Defended Subscriptions Snapshot]
RETURN
CALCULATE(Subs,'Distinct BatchID_DefenderSnapshot'[RowNum]=PrevBatchID) | REFERENCES: # Defended Subscriptions Snapshot -> M_Defender + SUM(DefendableSubscriptions_Snapshot[DefendedSubscription]), Previous Selected BatchID Row -> M_Defender + [Selected BatchID Row] - 1, Selected BatchID Row -> M_Defender + MAX('Distinct BatchID_DefenderSnapshot'[RowNum])",0.2,No qualified references - simpler measure,0.0,The name does not clearly indicate that it calculates defended subscriptions for the previous BatchID.,0.0,The name does not reflect that it calculates defended subscriptions for the previous BatchID.,0.4,,0.4,0.4,0.2,critical,1,RED,#FF0000
M_Defender,# Defended Subscriptions Growth over Previous Snapshot,"VAR S = [Selected Defended Subscriptions] - [Previous Selected Defended Subscriptions]
RETURN
IF(ISBLANK([# Defended Subscriptions Snapshot]),BLANK(),S)",,No,,No,,Yes,"# defended subscriptions snapshot, previous selected defended subscriptions, selected defended subscriptions",No,,"# Defended Subscriptions Growth over Previous Snapshot -> M_Defender + VAR S = [Selected Defended Subscriptions] - [Previous Selected Defended Subscriptions]
RETURN
IF(ISBLANK([# Defended Subscriptions Snapshot]),BLANK(),S) | REFERENCES: # Defended Subscriptions Snapshot -> M_Defender + SUM(DefendableSubscriptions_Snapshot[DefendedSubscription]), Previous Selected Defended Subscriptions -> M_Defender + VAR BatchID = [Selected BatchID Row]
VAR PrevBatchID = [Previous Selected BatchID Row]
VAR Subs = [# Defended Subscriptions Snapshot]
RETURN
CALCULATE(Subs,'Distinct BatchID_DefenderSnapshot'[RowNum]=PrevBatchID), Selected Defended Subscriptions -> M_Defender + VAR BatchID = [Selected BatchID Row]
VAR PrevBatchID = [Previous Selected BatchID Row]
VAR Subs = [# Defended Subscriptions Snapshot]
RETURN
CALCULATE(Subs,'Distinct BatchID_DefenderSnapshot'[RowNum]=BatchID)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,CSAM Defender Subscription Title,"VAR LCM = MAX(DimDate[IsLastAzureClosedMonth])
VAR COM = MAX(DimDate[IsCurrentAzureMonth])
VAR A = ""# Defended Subscriptions and Potential Defender ACR by Account   (Last Closed Month Only)""
VAR B = ""# Defended Subscriptions and Potential Defender ACR by Account   (Current Open Month Only)""
RETURN
IF(LCM=1,A,B)",,No,,No,,No,,No,,"CSAM Defender Subscription Title -> M_Defender + VAR LCM = MAX(DimDate[IsLastAzureClosedMonth])
VAR COM = MAX(DimDate[IsCurrentAzureMonth])
VAR A = ""# Defended Subscriptions and Potential Defender ACR by Account   (Last Closed Month Only)""
VAR B = ""# Defended Subscriptions and Potential Defender ACR by Account   (Current Open Month Only)""
RETURN
IF(LCM=1,A,B)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,% Accounts w/ Defender Conversation Complete,"VAR A = CALCULATE(SUM(DefenderActivities[CompleteStatus]),DefendableAccounts[DefendableAccount]=1)
VAR B = SUM(DefendableAccounts[DefendableAccount])
RETURN
DIVIDE(A , B)",,No,,No,,No,,No,,"% Accounts w/ Defender Conversation Complete -> M_Defender + VAR A = CALCULATE(SUM(DefenderActivities[CompleteStatus]),DefendableAccounts[DefendableAccount]=1)
VAR B = SUM(DefendableAccounts[DefendableAccount])
RETURN
DIVIDE(A , B)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'w/' is used in the measure name.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,Defender Conversation w/ Customer,MAX(DefenderActivities[Status]),,No,,No,,No,,No,,Defender Conversation w/ Customer -> M_Defender + MAX(DefenderActivities[Status]),0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'w/' is used in the measure name.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ Defender ACR (Snapshot),SUM(DefendableSubscriptions_Snapshot[DefenderACR]),,No,,No,,No,,No,,$ Defender ACR (Snapshot) -> M_Defender + SUM(DefendableSubscriptions_Snapshot[DefenderACR]),0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,$ Defender ACR (sub),SUM(DefendableSubscriptions[DefenderACR]),,No,,No,,No,,No,,$ Defender ACR (sub) -> M_Defender + SUM(DefendableSubscriptions[DefenderACR]),0.2,No qualified references - simpler measure,0.0,The abbreviation '(sub)' is not clear in the context of the measure name.,0.0,The name does not clearly reflect that it calculates the sum of Defender ACR for subscriptions.,0.0,The abbreviation '(sub)' is used in the measure name.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Defender,$ Defendable ACR (sub),SUM(DefendableSubscriptions[DefendableACR]),,No,,No,,No,,Yes,,$ Defendable ACR (sub) -> M_Defender + SUM(DefendableSubscriptions[DefendableACR]),0.2,No qualified references - simpler measure,0.0,The abbreviation '(sub)' is not clear in the context of the measure name.,0.0,The name does not clearly reflect that it calculates the sum of Defendable ACR for subscriptions.,0.0,The abbreviation '(sub)' is used in the measure name.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Defender,$ Potential Defender ACR (sub),[$ Defendable ACR (sub)] * 0.08,,No,,No,,Yes,$ defendable acr (sub),No,,$ Potential Defender ACR (sub) -> M_Defender + [$ Defendable ACR (sub)] * 0.08 | REFERENCES: $ Defendable ACR (sub) -> M_Defender + SUM(DefendableSubscriptions[DefendableACR]),0.2,No qualified references - simpler measure,0.0,The abbreviation '(sub)' is not clear in the context of the measure name.,0.0,The name does not clearly reflect that it calculates 8% of Defendable ACR for subscriptions.,0.0,The abbreviation '(sub)' is used in the measure name.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Defender,% Subscriptions Defended,"DIVIDE([# Defended Subscriptions] , [# Defendable Subscriptions])",,No,,No,,Yes,"# defendable subscriptions, # defended subscriptions",No,,"% Subscriptions Defended -> M_Defender + DIVIDE([# Defended Subscriptions] , [# Defendable Subscriptions]) | REFERENCES: # Defendable Subscriptions -> M_Defender + SUM(DefendableSubscriptions[DefendableSubscription]), # Defended Subscriptions -> M_Defender + SUM(DefendableSubscriptions[Defended Subscription])",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,$ Azure Firewall ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel2] in {""Azure Firewall""})",,No,,No,,Yes,$ acr,Yes,,"$ Azure Firewall ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel2] in {""Azure Firewall""}) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,$ Azure Front Door ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel2] in {""Azure Front Door Service""})",,No,,No,,Yes,$ acr,Yes,,"$ Azure Front Door ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel2] in {""Azure Front Door Service""}) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ Azure DDOS ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel2] in {""Azure DDOS Protection""})",,No,,No,,Yes,$ acr,Yes,,"$ Azure DDOS ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel2] in {""Azure DDOS Protection""}) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ Network Security ACR,"CALCULATE([$ ACR],'Distinct SubStrategicPillar'[StrategicPillar]=""Network Security + IAM"")",,No,,No,,Yes,$ acr,No,,"$ Network Security ACR -> M_Defender + CALCULATE([$ ACR],'Distinct SubStrategicPillar'[StrategicPillar]=""Network Security + IAM"") | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ WAF Application Gateway ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4] in {""WAF Application Gateway""})",,No,,No,,Yes,$ acr,No,,"$ WAF Application Gateway ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4] in {""WAF Application Gateway""}) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ Defender for AI Services ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for AI Services"")",,No,,No,,Yes,$ acr,Yes,,"$ Defender for AI Services ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for AI Services"") | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ Azure OpenAI ACR,"CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel4] in {""Azure OpenAI""}))",,No,,Yes,$ acr,Yes,$ acr,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ Azure OpenAI ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel4] in {""Azure OpenAI""})) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,% Defender for AI Services ACR of Total AI Services ACR,"VAR Defender = [$ Azure OpenAI ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for AI Services ACR] , [$ Azure OpenAI ACR])",,No,,Yes,$ defender for ai services acr,Yes,"$ azure openai acr, $ defender for ai services acr",No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ defender for ai services acr","% Defender for AI Services ACR of Total AI Services ACR -> M_Defender + VAR Defender = [$ Azure OpenAI ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for AI Services ACR] , [$ Azure OpenAI ACR]) | REFERENCES: $ Azure OpenAI ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel4] in {""Azure OpenAI""})), $ Defender for AI Services ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for AI Services"")",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Pipe,$ ACR Pipe All,"CALCULATE(SUM(F_AzureConsumptionPipe[EstUsage]),FILTER(F_AzureConsumptionPipe,NOT F_AzureConsumptionPipe[MileStoneStatus] IN {""Cancelled"",""Lost to Competitor"",""Hygiene/Duplicate""}), FILTER(F_AzureConsumptionPipe, NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}))",,No,,No,,No,,Yes,,"$ ACR Pipe All -> M_Pipe + CALCULATE(SUM(F_AzureConsumptionPipe[EstUsage]),FILTER(F_AzureConsumptionPipe,NOT F_AzureConsumptionPipe[MileStoneStatus] IN {""Cancelled"",""Lost to Competitor"",""Hygiene/Duplicate""}), FILTER(F_AzureConsumptionPipe, NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Pipe,$ Defender Pipe,"CALCULATE([$ ACR Pipe All],FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[StrategicPillar]=""Defender for Cloud""))",,No,,No,,Yes,$ acr pipe all,Yes,,"$ Defender Pipe -> M_Pipe + CALCULATE([$ ACR Pipe All],FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[StrategicPillar]=""Defender for Cloud"")) | REFERENCES: $ ACR Pipe All -> M_Pipe + CALCULATE(SUM(F_AzureConsumptionPipe[EstUsage]),FILTER(F_AzureConsumptionPipe,NOT F_AzureConsumptionPipe[MileStoneStatus] IN {""Cancelled"",""Lost to Competitor"",""Hygiene/Duplicate""}), FILTER(F_AzureConsumptionPipe, NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Pipe,$ Defender Stage 1 Pipe,"CALCULATE([$ Defender Pipe],FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[SalesStageName]=""Listen & Consult""))",,No,,No,,Yes,$ defender pipe,Yes,,"$ Defender Stage 1 Pipe -> M_Pipe + CALCULATE([$ Defender Pipe],FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[SalesStageName]=""Listen & Consult"")) | REFERENCES: $ Defender Pipe -> M_Pipe + CALCULATE([$ ACR Pipe All],FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[StrategicPillar]=""Defender for Cloud""))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Pipe,$ Defender Uncommitted Qualified Pipe,"CALCULATE([$ Defender Pipe], FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[SalesStageName]<>""Listen & Consult""),FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[CommitmentRecommendation]<>""Committed""))",,No,,No,,Yes,$ defender pipe,Yes,,"$ Defender Uncommitted Qualified Pipe -> M_Pipe + CALCULATE([$ Defender Pipe], FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[SalesStageName]<>""Listen & Consult""),FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[CommitmentRecommendation]<>""Committed"")) | REFERENCES: $ Defender Pipe -> M_Pipe + CALCULATE([$ ACR Pipe All],FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[StrategicPillar]=""Defender for Cloud""))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Pipe,$ Defender Committed Qualified Pipe,"CALCULATE([$ Defender Pipe], FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[SalesStageName]<>""Listen & Consult""),FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[CommitmentRecommendation]=""Committed""))",,No,,No,,Yes,$ defender pipe,Yes,,"$ Defender Committed Qualified Pipe -> M_Pipe + CALCULATE([$ Defender Pipe], FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[SalesStageName]<>""Listen & Consult""),FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[CommitmentRecommendation]=""Committed"")) | REFERENCES: $ Defender Pipe -> M_Pipe + CALCULATE([$ ACR Pipe All],FILTER(F_AzureConsumptionPipe,F_AzureConsumptionPipe[StrategicPillar]=""Defender for Cloud""))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Pipe,% Accounts w/ Azure Pipe (filterable),"VAR A = CALCULATE(COUNTROWS('Distinct TPID for Pipe'), NOT F_AzureConsumptionPipe[MileStoneStatus] IN {""Cancelled"",""Lost to Competitor""} && NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}) 
VAR Accts = [# Accounts]
RETURN
DIVIDE(A , Accts)",,No,,No,,Yes,# accounts,Yes,,"% Accounts w/ Azure Pipe (filterable) -> M_Pipe + VAR A = CALCULATE(COUNTROWS('Distinct TPID for Pipe'), NOT F_AzureConsumptionPipe[MileStoneStatus] IN {""Cancelled"",""Lost to Competitor""} && NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}) 
VAR Accts = [# Accounts]
RETURN
DIVIDE(A , Accts) | REFERENCES: # Accounts -> DimCustomer + DISTINCTCOUNT(DimCustomer[TPID])",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
