Table,Measure,Expression,Description,Table_Tokens,Measure_Tokens,Expression_Tokens,Description_Tokens,Total_Row_Tokens,Normalized_Expression,Has_Empty_Expression,Has_Duplicate,Duplicate_Measure_Names,Uses_IFERROR,Uses_INTERSECT,TREATAS_Recommendation,Uses_Division_Instead_Of_DIVIDE,DIVIDE_Recommendation,Uses_FILTER_In_CALCULATE,FILTER_CALCULATE_Recommendation,Uses_FILTER_With_Measure,FILTER_MEASURE_Recommendation,Uses_Percentage_Syntax,PERCENTAGE_Recommendation,Direct_Measure_Reference,Has_Qualified_Measure_References,Qualified_Referenced_Measures,DAX_Recommendations,Critical_Score,Max_Critical_Score,Issue_Score,Max_Issue_Score,Warning_Score,Max_Warning_Score,Total_DAX_Score,Max_Total_DAX_Score,Is_Self_Explanatory_Score,Why_Not_Self_Explanatory,Name_Reflects_Expression_Score,Why_Name_Not_Reflecting,Avoid_Abbreviations_Score,Why_Cryptic_Abbreviated,Total_AI_Quality_Score,Combined_Naming_Score,Overall_Quality_Average,Issue_Severity,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
Trending,DBF VTB WoW,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,1,6,165,0,184,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevweekkey = selectedkey - 1 var currentval = calculate( [total dbf] - [billed budget], filter( all('trending week'), 'trending week'[datasetversionkey] = selectedkey ) ) var prevval = calculate( [total dbf] - [billed budget], filter( all('trending week'), 'trending week'[datasetversionkey] = prevweekkey ) ) return if( or(isblank(currentval), isblank(prevval)), blank(), currentval - prevval )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,"The measure name 'DBF VTB WoW' is not self-explanatory as it uses abbreviations (DBF, VTB, WoW) that are unclear without additional context.",0.5,"The name does not clearly reflect the expression, which calculates the week-over-week difference between Total DBF and Billed Budget.",0.5,"The name contains cryptic abbreviations (DBF, VTB, WoW) that are not descriptive.",2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,DBF VTB MoM,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevmonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevmonthKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,1,6,165,0,184,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevmonthkey = selectedkey - 4 var currentval = calculate( [total dbf] - [billed budget], filter( all('trending week'), 'trending week'[datasetversionkey] = selectedkey ) ) var prevval = calculate( [total dbf] - [billed budget], filter( all('trending week'), 'trending week'[datasetversionkey] = prevmonthkey ) ) return if( or(isblank(currentval), isblank(prevval)), blank(), currentval - prevval )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,"The measure name 'DBF VTB MoM' is not self-explanatory as it uses abbreviations (DBF, VTB, MoM) that are unclear without additional context.",0.5,"The name does not clearly reflect the expression, which calculates the month-over-month difference between Total DBF and Billed Budget.",0.5,"The name contains cryptic abbreviations (DBF, VTB, MoM) that are not descriptive.",2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,DBF YoY," 
VAR  A = CALCULATE(
    SUM( 'PY Trending'[Actual Billed Revenue] ) + SUM( 'PY Trending'[Scheduled Billed Revenue] ) + SUM( 'PY Trending'[CommittedPipeline] ) + SUM( 'PY Trending'[CommittedatRiskPipeline] ) + SUM( 'PY Trending'[Run Rate Projections] )
    , KEEPFILTERS( 'Trending Week'[Snapshot Week] = ""PY"" )
)
RETURN IFERROR([Total DBF Latest Week] - A,BLANK())",,1,4,109,0,125,"var a = calculate( sum( 'py trending'[actual billed revenue] ) + sum( 'py trending'[scheduled billed revenue] ) + sum( 'py trending'[committedpipeline] ) + sum( 'py trending'[committedatriskpipeline] ) + sum( 'py trending'[run rate projections] ) , keepfilters( 'trending week'[snapshot week] = ""py"" ) ) return iferror([total dbf latest week] - a,blank())",False,No,,Yes,No,,No,,No,,No,,No,,No,No,,Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,1.0,"The measure name 'DBF YoY' is not self-explanatory as it uses abbreviations (DBF, YoY) that are unclear without additional context.",0.5,"The name does not clearly reflect the expression, which calculates the year-over-year difference in Total DBF.",0.5,"The name contains cryptic abbreviations (DBF, YoY) that are not descriptive.",2.0,1.0,0.9666666666666667,good,4,GREEN,#00FF00
Trending,Additional Pipeline Needed Base,"VAR  A =( [Pipeline Target] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )
    

RETURN IFERROR(A,0)",,1,4,70,0,86,"var a =( [pipeline target] * ( [billed budget] - sum( trending[actualbilledrevenue] ) - sum( trending[scheduledbilledrevenue] ) ) ) - ( sum( trending[qualifiedpipeline] ) + sum( trending[runrateprojections] ) ) return iferror(a,0)",False,No,,Yes,No,,No,,No,,No,,No,,No,No,,Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,1.0,The measure name 'Additional Pipeline Needed Base' is not self-explanatory as it does not clarify what 'Base' refers to or how the additional pipeline is calculated.,0.5,"The name does not clearly reflect the expression, which calculates additional pipeline needed based on various factors.",0.0,,1.5,0.5,0.7999999999999999,warning,3,YELLOW,#FFFF00
Trending,Committed + Risk Pipeline,SUM(Trending[CommittedPipeline]) + SUM(Trending[CommittedatRiskPipeline]),,1,4,17,0,34,sum(trending[committedpipeline]) + sum(trending[committedatriskpipeline]),False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,CPC to Budget Latest Week KPI,[CPC to Budget Latest Week] * 100,,1,7,10,0,30,[cpc to budget latest week] * 100,False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,The measure name 'CPC to Budget Latest Week KPI' is not self-explanatory as it uses the abbreviation 'CPC' without clarification.,0.5,"The name does not clearly reflect the expression, which multiplies 'CPC to Budget Latest Week' by 100.",0.5,The name contains the cryptic abbreviation 'CPC'.,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Total DBF,SUM(Trending[ActualBilledRevenue]) + SUM(Trending[ScheduledBilledRevenue]) + SUM(Trending[CommittedPipeline]) + SUM(Trending[CommittedatRiskPipeline]) + SUM(Trending[RunRateProjections]) ,,1,3,48,0,63,sum(trending[actualbilledrevenue]) + sum(trending[scheduledbilledrevenue]) + sum(trending[committedpipeline]) + sum(trending[committedatriskpipeline]) + sum(trending[runrateprojections]),False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,The measure name 'Total DBF' is not self-explanatory as it uses the abbreviation 'DBF' without clarification.,0.5,"The name does not clearly reflect the expression, which sums multiple revenue and pipeline components.",0.5,The name contains the cryptic abbreviation 'DBF'.,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Billed Budget,"SUMX(
    VALUES('Trending Week'[Week Name]),
    CALCULATE(SUM('Budget'[BilledBudget]))
)
",,1,3,26,0,42,"sumx( values('trending week'[week name]), calculate(sum('budget'[billedbudget])) )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Billed Forecast,"SUMX(
    VALUES('Trending Week'[Week Name]),
    CALCULATE(SUM('CFO Forecast'[BilledForecast]))
)
",,1,3,28,0,44,"sumx( values('trending week'[week name]), calculate(sum('cfo forecast'[billedforecast])) )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Qualified Pipeline,SUM(Trending[QualifiedPipeline]) ,,1,2,8,0,22,sum(trending[qualifiedpipeline]),False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,STU Owned Pipeline Base,"
DIVIDE (
    SUM ( Trending[QualifiedPipelineSTU] ),
    SUM ( Trending[QualifiedPipeline] ),
    BLANK()
)

",,1,5,29,0,47,"divide ( sum ( trending[qualifiedpipelinestu] ), sum ( trending[qualifiedpipeline] ), blank() )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,The measure name 'STU Owned Pipeline Base' is not self-explanatory as it uses the abbreviation 'STU' without clarification.,0.5,"The name does not clearly reflect the expression, which calculates the ratio of QualifiedPipelineSTU to QualifiedPipeline.",0.5,The name contains the cryptic abbreviation 'STU'.,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Uncommitted Pipeline,SUM(Trending[UncommittedPipeline]),,1,4,9,0,25,sum(trending[uncommittedpipeline]),False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Uncommitted Upside Pipeline,SUM(Trending[UncommittedUpsidePipeline]),,1,6,11,0,29,sum(trending[uncommittedupsidepipeline]),False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Additional Pipeline Needed,"VAR A = ( [Pipeline Target Unround] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) ) 
    
    
RETURN IF(OR(A <= 0,[QPC to Budget KPI] > 0.995),BLANK(),A)",,1,3,92,0,107,"var a = ( [pipeline target unround] * ( [billed budget] - sum( trending[actualbilledrevenue] ) - sum( trending[scheduledbilledrevenue] ) ) ) - ( sum( trending[qualifiedpipeline] ) + sum( trending[runrateprojections] ) ) return if(or(a <= 0,[qpc to budget kpi] > 0.995),blank(),a)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,The measure name 'Additional Pipeline Needed' is not self-explanatory as it does not clarify how the additional pipeline is calculated.,0.5,"The name does not clearly reflect the expression, which calculates additional pipeline needed based on various factors.",0.0,,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,DBF VTF %,"DIVIDE([DBF VTF $], [Billed Forecast],BLANK())",,1,5,17,0,33,"divide([dbf vtf $], [billed forecast],blank())",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,"The measure name 'DBF VTF %' is not self-explanatory as it uses abbreviations (DBF, VTF) that are unclear without additional context.",0.5,"The name does not clearly reflect the expression, which calculates the percentage of DBF VTF relative to Billed Forecast.",0.5,"The name contains cryptic abbreviations (DBF, VTF).",2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Forecast VTB $,"IFERROR([Billed Forecast]-[Billed Budget],0)",,1,4,14,0,29,"iferror([billed forecast]-[billed budget],0)",False,No,,Yes,No,,No,,No,,No,,No,,No,No,,Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,1.0,The measure name 'Forecast VTB $' is not self-explanatory as it uses abbreviations (VTB) that are unclear without additional context.,0.5,"The name does not clearly reflect the expression, which calculates the difference between Billed Forecast and Billed Budget.",0.5,The name contains the cryptic abbreviation 'VTB'.,2.0,1.0,0.9666666666666667,good,4,GREEN,#00FF00
Trending,Forecast VTB %,"DIVIDE([Forecast VTB $],[Billed Budget],0)",,1,4,14,0,29,"divide([forecast vtb $],[billed budget],0)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,The measure name 'Forecast VTB %' is not self-explanatory as it uses abbreviations (VTB) that are unclear without additional context.,0.5,"The name does not clearly reflect the expression, which calculates the percentage of Forecast VTB relative to Billed Budget.",0.5,The name contains the cryptic abbreviation 'VTB'.,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Pipeline Goal,[Pipeline Target],,1,2,4,0,18,[pipeline target],False,No,,No,No,,No,,No,,No,,No,,Yes,No,,DIRECT REFERENCE: This measure is a simple reference to another measure - consider consolidating or adding business logic,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.3,critical,1,RED,#FF0000
Trending,Refresh Date,"CONCATENATE(""Last Refresh (PST) : "",MAX('Fiscal Period'[Refresh Date]))
",,1,2,21,0,35,"concatenate(""last refresh (pst) : "",max('fiscal period'[refresh date]))",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,The measure name 'Refresh Date' does not clearly indicate that it concatenates a string with the last refresh date in PST.,0.5,The name 'Refresh Date' does not reflect the concatenation of a string with the refresh date.,0.0,,2.0,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,Qualified Pipeline Coverage to Budget Latest Week,"VAR X = CALCULATE( [Qualified Pipeline Coverage to Budget], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )

RETURN ROUND(X,2)",,1,7,40,0,59,"var x = calculate( [qualified pipeline coverage to budget], keepfilters( 'trending week'[week type] = ""latest week"" ) ) return round(x,2)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Qualified Pipeline Coverage to Forecast Latest Week,"VAR X = CALCULATE( [Qualified Pipeline Coverage to Forecast], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )

RETURN ROUND(X,2)",,1,7,40,0,59,"var x = calculate( [qualified pipeline coverage to forecast], keepfilters( 'trending week'[week type] = ""latest week"" ) ) return round(x,2)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Qualified Pipeline Coverage to Budget Selected Week,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey])
RETURN 
CALCULATE(
    [Qualified Pipeline Coverage to Budget],'Trending'[DatasetVersionKey] = SelectedKey)",,1,7,39,0,58,"var selectedkey = selectedvalue('trending week'[datasetversionkey]) return calculate( [qualified pipeline coverage to budget],'trending'[datasetversionkey] = selectedkey)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Additional Pipeline Needed Forecast,"VAR  A = ( [Pipeline Target Unround] * ( [Billed Forecast] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )

RETURN IF(OR(A <= 0,[QPC to Forecast KPI] > 0.995),BLANK(),A)",,1,4,91,0,107,"var a = ( [pipeline target unround] * ( [billed forecast] - sum( trending[actualbilledrevenue] ) - sum( trending[scheduledbilledrevenue] ) ) ) - ( sum( trending[qualifiedpipeline] ) + sum( trending[runrateprojections] ) ) return if(or(a <= 0,[qpc to forecast kpi] > 0.995),blank(),a)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,"The measure name 'Additional Pipeline Needed Forecast' does not clearly explain the complex calculation involving pipeline target, billed forecast, and other metrics.",0.5,"The name does not fully reflect the detailed logic of the calculation, such as the conditions and components involved.",0.0,,2.0,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
PY Trending,Qualified Pipeline Coverage to Budget PY,"VAR X = SUM ( 'PY Trending'[Billed Budget] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[Qualified Pipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",,2,6,88,0,108,"var x = sum ( 'py trending'[billed budget] ) - sum ( 'py trending'[actual billed revenue] ) - sum ( 'py trending'[scheduled billed revenue] ) var y = sum ( 'py trending'[qualified pipeline] ) + sum('py trending'[run rate projections]) return if ( x < 0, blank (), divide ( y , x , blank () ))",False,No,,No,No,,No,,No,,No,,No,,No,Yes,"billed budget, qualified pipeline","Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: billed budget, qualified pipeline",0.5,0.5,0.35000000000000003,0.35,0.0,0.15,0.8500000000000001,1.0,0.0,,0.0,,0.5,The abbreviation 'PY' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.5,0.5,0.45,critical,1,RED,#FF0000
PY Trending,Committed Pipeline Coverage to Budget PY,"VAR X = SUM ( 'PY Trending'[Billed Budget] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[CommittedPipeline]  ) + SUM ( 'PY Trending'[CommittedatRiskPipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",,2,6,102,0,123,"var x = sum ( 'py trending'[billed budget] ) - sum ( 'py trending'[actual billed revenue] ) - sum ( 'py trending'[scheduled billed revenue] ) var y = sum ( 'py trending'[committedpipeline] ) + sum ( 'py trending'[committedatriskpipeline] ) + sum('py trending'[run rate projections]) return if ( x < 0, blank (), divide ( y , x , blank () ))",False,No,,No,No,,No,,No,,No,,No,,No,Yes,billed budget,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: billed budget",0.5,0.5,0.35000000000000003,0.35,0.0,0.15,0.8500000000000001,1.0,0.0,,0.0,,0.5,The abbreviation 'PY' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.5,0.5,0.45,critical,1,RED,#FF0000
PY Trending,Qualified Pipeline Coverage to Forecast PY,"VAR X = SUM ( 'PY Trending'[Billed Forecast] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[Qualified Pipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",,2,6,88,0,108,"var x = sum ( 'py trending'[billed forecast] ) - sum ( 'py trending'[actual billed revenue] ) - sum ( 'py trending'[scheduled billed revenue] ) var y = sum ( 'py trending'[qualified pipeline] ) + sum('py trending'[run rate projections]) return if ( x < 0, blank (), divide ( y , x , blank () ))",False,No,,No,No,,No,,No,,No,,No,,No,Yes,"billed forecast, qualified pipeline","Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: billed forecast, qualified pipeline",0.5,0.5,0.35000000000000003,0.35,0.0,0.15,0.8500000000000001,1.0,0.0,,0.0,,0.5,The abbreviation 'PY' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.5,0.5,0.45,critical,1,RED,#FF0000
PY Trending,Committed Pipeline Coverage to Forecast PY,"VAR X = SUM ( 'PY Trending'[Billed Forecast] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[CommittedPipeline]  ) + SUM ( 'PY Trending'[CommittedatRiskPipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",,2,6,102,0,123,"var x = sum ( 'py trending'[billed forecast] ) - sum ( 'py trending'[actual billed revenue] ) - sum ( 'py trending'[scheduled billed revenue] ) var y = sum ( 'py trending'[committedpipeline] ) + sum ( 'py trending'[committedatriskpipeline] ) + sum('py trending'[run rate projections]) return if ( x < 0, blank (), divide ( y , x , blank () ))",False,No,,No,No,,No,,No,,No,,No,,No,Yes,billed forecast,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: billed forecast",0.5,0.5,0.35000000000000003,0.35,0.0,0.15,0.8500000000000001,1.0,0.0,,0.0,,0.5,The abbreviation 'PY' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.5,0.5,0.45,critical,1,RED,#FF0000
Fiscal Period,GreyOutSelect," IF(FIRSTNONBLANK('Fiscal Period'[Fiscal Quarter], 1) = ""FY23-Q1"", 1, 0)",,2,3,29,0,46,"if(firstnonblank('fiscal period'[fiscal quarter], 1) = ""fy23-q1"", 1, 0)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,The measure name 'GreyOutSelect' does not clearly explain its purpose or what it calculates.,0.5,The name does not reflect the logic of comparing fiscal quarters to 'FY23-Q1'.,0.5,The name 'GreyOutSelect' is cryptic and uses unclear terminology.,2.0,1.0,1.0,good,4,GREEN,#00FF00
Fiscal Period,Formats,"CALCULATE(MIN('Fiscal Period'[FormatValue]),'Trending Week'[Week Name] = """")",,2,1,21,0,35,"calculate(min('fiscal period'[formatvalue]),'trending week'[week name] = """")",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,The measure name 'Formats' does not explain what it calculates or its purpose.,0.5,The name 'Formats' does not reflect the logic of calculating the minimum 'FormatValue' based on a condition.,0.0,,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Fiscal Period,YoYCFOGreyOut,"IF(OR(OR(FIRSTNONBLANK('Trend Type'[Trend Type],1) = ""Security"", FIRSTNONBLANK('Field Geography'[Subsidiary],1) = ""Netherlands""),FIRSTNONBLANK('Field Geography'[Subsidiary],1) = ""Switzerland""),1,0)",,2,5,65,0,83,"if(or(or(firstnonblank('trend type'[trend type],1) = ""security"", firstnonblank('field geography'[subsidiary],1) = ""netherlands""),firstnonblank('field geography'[subsidiary],1) = ""switzerland""),1,0)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,The measure name 'YoYCFOGreyOut' does not clearly explain its purpose or what it calculates.,0.5,The name does not reflect the logic of checking specific conditions for subsidiaries and trend types.,0.5,The name 'YoYCFOGreyOut' uses unclear abbreviations like 'YoY' and 'CFO'.,2.0,1.0,1.0,good,4,GREEN,#00FF00
Fiscal Period,YoYGreyOut,"IF(FIRSTNONBLANK('Trend Type'[Trend Type],1) = ""Security"",1,0)",,2,4,23,0,40,"if(firstnonblank('trend type'[trend type],1) = ""security"",1,0)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,The measure name 'YoYGreyOut' does not clearly explain its purpose or what it calculates.,0.5,The name does not reflect the logic of checking if the trend type is 'Security'.,0.5,The name 'YoYGreyOut' uses unclear abbreviations like 'YoY'.,2.0,1.0,1.0,good,4,GREEN,#00FF00
