Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Have Same Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Duplicate Measure Definition Score,Duplicate Measure Definition Max Score,Standard Library Measures Score,Standard Library Measures Max Score,Business Documentation Quality Score,Business Documentation Quality Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Standards Score,DAX Reference Standards Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Trending,Issue,DBF VTB $ Latest Week,"VAR X = CALCULATE([Total DBF] - [Billed Budget], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ),ALL('Trending Week') )

RETURN IFERROR(X,BLANK())",Complex Calculation,Yes,No - The formula is unique and does not duplicate other measures in the dataset.,No - The measure does not align with enterprise standards and appears to be ad-hoc.,"No - The description is missing, and the formula uses a variable and IFERROR, which may confuse business users.","High - The formula uses nested logic with VAR, CALCULATE, KEEPFILTERS, and IFERROR, making it complex.",Yes - The name is descriptive and clearly reflects the calculation purpose.,"No - The measure lacks a description, which reduces its accessibility for business users.",Yes - The formula uses proper DAX syntax and references.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Calculates the variance to budget for DBF in the latest week.,Simplify the formula if possible and add a clear description explaining the business purpose and calculation logic.,No changes needed; the name is already descriptive and business-focused.
Trending,Issue,Co-Sell Prioritized Partner Sharing %,"DIVIDE (
    CALCULATE(DISTINCTCOUNT(Trending[OpportunityID]), Trending[Cosell_Num] > 0, Trending[OpportunityID] <> ""NA""),
    CALCULATE(DISTINCTCOUNT(Trending[OpportunityID]), Trending[Cosell_Den] > 0, Trending[OpportunityID] <> ""NA"")
,BLANK()
)",Ratio Percentage,Yes,No - The measure has a unique calculation logic involving DISTINCTCOUNT and CALCULATE with specific filters applied.,No - The measure does not align with standard business patterns like Total Sales or Gross Margin. It is specific to the business context of partner sharing.,No - The calculation logic is complex with nested functions and lacks a description to explain its purpose in business terms.,"High - The measure uses multiple nested functions and filters, making it difficult to understand without additional documentation.","Yes - The name is descriptive and reflects the calculation purpose, which is related to Co-Sell Prioritized Partner Sharing.","No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The measure uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Calculate the percentage of opportunities with prioritized partner sharing.,Simplify the calculation logic if possible and provide a clear description in business terms to improve accessibility for users.,The naming convention is appropriate; no changes are needed.
Trending,Issue,Partner Sharing %,"
    DIVIDE (
        CALCULATE(DISTINCTCOUNT(Trending[OpportunityID]), Trending[PartnerSharing_Num] > 0, Trending[OpportunityID] <> ""NA"" ),
        CALCULATE(DISTINCTCOUNT(Trending[OpportunityID]), Trending[PartnerSharing_Den] > 0, Trending[OpportunityID] <> ""NA""),
        BLANK()
    )",Ratio Percentage,Yes,No - The measure has a unique calculation logic involving DISTINCTCOUNT and CALCULATE with specific filters applied.,No - The measure does not align with standard business patterns like Total Sales or Gross Margin. It is specific to the business context of partner sharing.,"No - The calculation logic is complex with nested functions and filters, making it difficult to understand without additional documentation.","High - The measure uses multiple nested functions and filters, making it difficult to understand without additional documentation.","Yes - The name is descriptive and reflects the calculation purpose, which is related to Partner Sharing.","No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The measure uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Calculate the percentage of opportunities with partner sharing.,Simplify the calculation logic if possible and provide a clear description in business terms to improve accessibility for users.,The naming convention is appropriate; no changes are needed.
Trending,Warning,DBF VTF $ Latest Week,"VAR X = CALCULATE([Total DBF] - [Billed Forecast], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) ,ALL('Trending Week'))

RETURN IFERROR(X,BLANK())",Calculated Measure,Yes,"No - The measure has a unique calculation logic using VAR and IFERROR functions, which is not duplicated elsewhere.","Yes - The measure aligns with standard business patterns, as it calculates a financial metric for the latest week.",Yes - The calculation logic is relatively straightforward and uses clear DAX functions like VAR and IFERROR.,"Medium - The measure uses intermediate DAX functions like VAR and IFERROR, which are appropriate for the business purpose.","Yes - The name is descriptive and clearly reflects the calculation purpose, which is related to DBF and VTF for the latest week.","No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The measure uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculate the difference between Total DBF and Billed Forecast for the latest week.,Provide a clear description in business terms to improve accessibility for users.,The naming convention is appropriate; no changes are needed.
Trending,Issue,WW_DBF VTB $," DIVIDE([DBF VTB $ Latest Week],1000,BLANK())",Ratio Percentage,Yes,"Yes - The measure has the same formula as 'Trending.WW_DBF VTF $', which indicates duplication without clear differentiation in business purpose.","No - The measure does not align with standard enterprise measures like Total Sales Value, Gross Margin, or YoY Growth.","No - The calculation logic is not explained in business terms, and the measure name does not clarify the purpose of dividing by 1000.","Low - The formula uses basic DAX functions (DIVIDE) with minimal nesting, making it straightforward.","No - The name includes abbreviations ('DBF', 'VTB') that are not self-explanatory and lack business context.","No - The measure lacks a description, which makes it difficult for business users to understand its purpose.","Yes - The measure uses unqualified references for measures, which is consistent with DAX standards.",0.000,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.350,0.300,0.400,Represents the DBF VTB value scaled to billions for the latest week.,Avoid duplication of measure definitions unless they serve distinct business purposes. Provide a clear description explaining the business logic behind dividing by 1000.,"Rename the measure to a more descriptive and business-focused name, avoiding abbreviations. For example, 'DBF VTB $' could be renamed to 'Weekly DBF Value to Billions'."
Trending,Issue,WW_DBF VTF $," DIVIDE([DBF VTF $ Latest Week],1000,BLANK())",Ratio Percentage,Yes,"Yes - The measure has the same formula as 'Trending.WW_DBF VTB $', which indicates duplication without clear differentiation in business purpose.","No - The measure does not align with standard enterprise measures like Total Sales Value, Gross Margin, or YoY Growth.","No - The calculation logic is not explained in business terms, and the measure name does not clarify the purpose of dividing by 1000.","Low - The formula uses basic DAX functions (DIVIDE) with minimal nesting, making it straightforward.","No - The name includes abbreviations ('DBF', 'VTF') that are not self-explanatory and lack business context.","No - The measure lacks a description, which makes it difficult for business users to understand its purpose.","Yes - The measure uses unqualified references for measures, which is consistent with DAX standards.",0.000,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.350,0.300,0.400,Represents the DBF VTF value scaled to billions for the latest week.,Avoid duplication of measure definitions unless they serve distinct business purposes. Provide a clear description explaining the business logic behind dividing by 1000.,"Rename the measure to a more descriptive and business-focused name, avoiding abbreviations. For example, 'DBF VTF $' could be renamed to 'Weekly DBF Value to Forecast'."
Trending,Warning,Uncommitted Upside Pipeline Latest Week,"CALCULATE([Uncommitted Upside Pipeline],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",Calculated Measure,Yes,No - The measure has a unique formula that filters the 'Trending Week' table for 'Latest Week'.,Yes - The measure aligns with standard business patterns by providing a filtered view of pipeline data for the latest week.,Yes - The calculation logic is clear and uses business terms like 'Latest Week' and 'Uncommitted Upside Pipeline'.,"Medium - The formula uses CALCULATE and KEEPFILTERS, which adds moderate complexity but is appropriate for the business purpose.","Yes - The name is descriptive, clear, and aligns with the measure's calculation logic.","No - The measure lacks a description, which could improve its clarity for business users.","Yes - The measure uses fully qualified references for columns and unqualified references for measures, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Provides the uncommitted upside pipeline value filtered for the latest week.,Ensure the measure has a description to explain its business purpose and calculation logic in plain terms.,No changes needed; the name is already clear and descriptive.
Trending,Warning,Uncommitted Pipeline Latest Week,"CALCULATE([Uncommitted Pipeline],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",Simple Aggregation,Yes,No - The measure has a unique definition that filters 'Trending Week'[Week Type] to 'Latest Week' and calculates [Uncommitted Pipeline]. No duplicates detected.,No - The measure is specific to the 'Latest Week' context and does not align with standard enterprise measures like Total Sales or YoY Growth.,"Yes - The calculation logic is straightforward, using CALCULATE with KEEPFILTERS to apply a filter for 'Latest Week'.",Low - The measure uses simple DAX functions (CALCULATE and KEEPFILTERS) and is easy to understand.,Yes - The name clearly reflects the calculation and business context ('Uncommitted Pipeline' for 'Latest Week').,"No - The measure lacks a description, which reduces clarity for business users.","Yes - The measure uses fully qualified column references ('Trending Week'[Week Type]) and unqualified measure references ([Uncommitted Pipeline]), adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,"Provides the uncommitted pipeline value for the latest week, supporting trend analysis.",Consider adding a description to explain the business context of the measure. Ensure alignment with enterprise standards if applicable.,No changes needed as the naming convention is clear and descriptive.
Trending,Warning,Qualified Pipeline in High Stage Latest Week,"CALCULATE([Qualified Pipeline in High Stage],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",Simple Aggregation,Yes,No - The measure has a unique definition that filters 'Trending Week'[Week Type] to 'Latest Week' and calculates [Qualified Pipeline in High Stage]. No duplicates detected.,No - The measure is specific to the 'Latest Week' context and does not align with standard enterprise measures like Total Sales or YoY Growth.,"Yes - The calculation logic is straightforward, using CALCULATE with KEEPFILTERS to apply a filter for 'Latest Week'.",Low - The measure uses simple DAX functions (CALCULATE and KEEPFILTERS) and is easy to understand.,Yes - The name clearly reflects the calculation and business context ('Qualified Pipeline in High Stage' for 'Latest Week').,"No - The measure lacks a description, which reduces clarity for business users.","Yes - The measure uses fully qualified column references ('Trending Week'[Week Type]) and unqualified measure references ([Qualified Pipeline in High Stage]), adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,"Provides the qualified pipeline value in high stage for the latest week, supporting trend analysis.",Consider adding a description to explain the business context of the measure. Ensure alignment with enterprise standards if applicable.,No changes needed as the naming convention is clear and descriptive.
Trending,Issue,Qualified Pipeline in High Stage MoM,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR A = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
)

VAR B = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
)

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",Time Intelligence,Yes,No - The measure has a unique definition involving multiple variables and calculations for Month-over-Month comparison. No duplicates detected.,Yes - The measure aligns with standard business patterns for Month-over-Month growth analysis.,"No - The calculation logic is complex, involving multiple variables and nested functions, which may be difficult for business users to understand.","High - The measure uses 13 nested functions and multiple variables, making it highly complex.",Yes - The name clearly reflects the calculation and business context ('Qualified Pipeline in High Stage' for 'MoM').,"No - The measure lacks a description, which reduces clarity for business users.","Yes - The measure uses fully qualified column references ('Trending Week'[DatasetVersionKey]) and unqualified measure references ([Qualified Pipeline in High Stage]), adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.800,0.600,1.000,"Provides Month-over-Month comparison for qualified pipeline in high stage, supporting trend analysis.",Simplify the calculation logic if possible or provide detailed documentation to explain the measure's purpose and calculation steps.,No changes needed as the naming convention is clear and descriptive.
Trending,Issue,Qualified Pipeline in High Stage WoW,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR A = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
)

VAR B = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
)

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",Complex Calculation,Yes,No - The measure uses a unique calculation logic involving week-over-week comparison with nested functions.,No - The measure does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is complex and lacks a description to explain its business purpose.,High - The measure has a high complexity level with 13 nested functions and a lengthy formula.,Yes - The name reflects the calculation purpose and includes business-relevant terms like 'Qualified Pipeline' and 'WoW'.,"No - The measure lacks a description, making it difficult for business users to understand its purpose.",Yes - The measure uses fully qualified column references and proper DAX syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Provides week-over-week comparison of qualified pipeline in high stages.,Simplify the calculation logic where possible and add a clear description to explain the business purpose of the measure.,The naming convention is appropriate; ensure consistency across similar measures.
Trending,Warning,WW_Upside Pipeline Latest Week," DIVIDE([Uncommitted Upside Pipeline Latest Week], 1000, BLANK())",Simple Aggregation,Yes,No - The measure uses a unique calculation logic to divide pipeline values by 1000.,Yes - The measure aligns with standard business patterns for pipeline reporting.,Yes - The calculation logic is simple and easy to understand.,Low - The measure has low complexity with only two nested functions.,Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which would improve its clarity for business users.",Yes - The measure uses proper DAX syntax and references.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Provides the latest week's upside pipeline value in thousands.,No changes needed for calculation logic; consider adding a description for clarity.,The naming convention is appropriate; ensure consistency across similar measures.
Trending,Issue,DBF VTF WoW,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",Complex Calculation,Yes,No - The measure uses a unique calculation logic involving week-over-week comparison with nested functions.,No - The measure does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is complex and lacks a description to explain its business purpose.,High - The measure has a high complexity level with 13 nested functions and a lengthy formula.,"Yes - The name reflects the calculation purpose and includes business-relevant terms like 'DBF', 'VTF', and 'WoW'.","No - The measure lacks a description, making it difficult for business users to understand its purpose.",Yes - The measure uses fully qualified column references and proper DAX syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Provides week-over-week comparison of DBF and VTF values.,Simplify the calculation logic where possible and add a clear description to explain the business purpose of the measure.,The naming convention is appropriate; ensure consistency across similar measures.
Trending,Issue,DBF VTF MoM,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevMonthKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",Time Intelligence,Yes,"Yes - The formula is highly similar to other measures (Trending.DBF VTB MoM and Trending.DBF VTB WoW), differing only in the time offset logic (month vs week). This could lead to redundancy.","No - The measure does not align with predefined enterprise standards like Total Sales Value, Gross Margin, or YoY Growth. It appears to be ad-hoc for specific trending analysis.","No - The calculation logic is complex, with nested functions and no description provided to explain the business purpose or calculation methodology.","High - The measure uses 13 nested functions and spans 668 characters, making it difficult to interpret and maintain.","No - The name 'Trending.DBF VTF MoM' uses abbreviations (e.g., VTF, MoM) that are not self-explanatory and may confuse business users.","No - No description is provided, leaving the business purpose and calculation logic unclear.","Yes - The measure uses fully qualified column references (e.g., 'Trending Week'[DatasetVersionKey]) and unqualified measure references, adhering to DAX standards.",0.000,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.250,0.100,0.400,Tracks month-over-month changes in DBF values for trending analysis.,Consider consolidating similar measures into a single parameterized measure to reduce redundancy. Provide a clear description explaining the business purpose and calculation logic.,"Rename the measure to a more descriptive name, avoiding abbreviations. For example, 'Month_Over_Month_Trending_DBF'."
Trending,Issue,DBF VTB WoW,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",Time Intelligence,Yes,"Yes - The formula is highly similar to other measures (Trending.DBF VTF MoM and Trending.DBF VTB MoM), differing only in the time offset logic (week vs month). This could lead to redundancy.","No - The measure does not align with predefined enterprise standards like Total Sales Value, Gross Margin, or YoY Growth. It appears to be ad-hoc for specific trending analysis.","No - The calculation logic is complex, with nested functions and no description provided to explain the business purpose or calculation methodology.","High - The measure uses 13 nested functions and spans 666 characters, making it difficult to interpret and maintain.","No - The name 'Trending.DBF VTB WoW' uses abbreviations (e.g., VTB, WoW) that are not self-explanatory and may confuse business users.","No - No description is provided, leaving the business purpose and calculation logic unclear.","Yes - The measure uses fully qualified column references (e.g., 'Trending Week'[DatasetVersionKey]) and unqualified measure references, adhering to DAX standards.",0.000,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.250,0.100,0.400,Tracks week-over-week changes in DBF values for trending analysis.,Consider consolidating similar measures into a single parameterized measure to reduce redundancy. Provide a clear description explaining the business purpose and calculation logic.,"Rename the measure to a more descriptive name, avoiding abbreviations. For example, 'Week_Over_Week_Trending_DBF'."
Trending,Issue,DBF VTB MoM,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevmonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevmonthKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",Time Intelligence,Yes,"Yes - The formula is highly similar to other measures (Trending.DBF VTF MoM and Trending.DBF VTB WoW), differing only in the time offset logic (month vs week). This could lead to redundancy.","No - The measure does not align with predefined enterprise standards like Total Sales Value, Gross Margin, or YoY Growth. It appears to be ad-hoc for specific trending analysis.","No - The calculation logic is complex, with nested functions and no description provided to explain the business purpose or calculation methodology.","High - The measure uses 13 nested functions and spans 668 characters, making it difficult to interpret and maintain.","No - The name 'Trending.DBF VTB MoM' uses abbreviations (e.g., VTB, MoM) that are not self-explanatory and may confuse business users.","No - No description is provided, leaving the business purpose and calculation logic unclear.","Yes - The measure uses fully qualified column references (e.g., 'Trending Week'[DatasetVersionKey]) and unqualified measure references, adhering to DAX standards.",0.000,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.250,0.100,0.400,Tracks month-over-month changes in DBF values for trending analysis.,Consider consolidating similar measures into a single parameterized measure to reduce redundancy. Provide a clear description explaining the business purpose and calculation logic.,"Rename the measure to a more descriptive name, avoiding abbreviations. For example, 'Month_Over_Month_Trending_DBF'."
Trending,Issue,DBF YoY," 
VAR  A = CALCULATE(
    SUM( 'PY Trending'[Actual Billed Revenue] ) + SUM( 'PY Trending'[Scheduled Billed Revenue] ) + SUM( 'PY Trending'[CommittedPipeline] ) + SUM( 'PY Trending'[CommittedatRiskPipeline] ) + SUM( 'PY Trending'[Run Rate Projections] )
    , KEEPFILTERS( 'Trending Week'[Snapshot Week] = ""PY"" )
)
RETURN IFERROR([Total DBF Latest Week] - A,BLANK())",Complex Calculation,Yes,No - The measure's formula is unique and combines multiple fields from the 'PY Trending' table. No duplicates detected.,No - The measure does not align with standard business patterns like Total Sales Value or Gross Margin. It appears to be a custom calculation.,"No - The formula is complex and lacks a description, making it difficult for business users to understand its purpose.","High - The formula is lengthy (366 characters) and contains 9 nested functions, which increases its complexity and reduces readability.",No - The name 'Trending.DBF YoY' is not descriptive enough to explain the calculation logic or business purpose.,"No - The measure lacks a description, which is critical for explaining its business purpose and calculation logic.","Yes - The formula uses fully qualified column references (e.g., 'PY Trending'[Actual Billed Revenue]), adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.100,0.400,0.100,0.400,0.200,0.200,0.350,0.300,0.400,Tracks year-over-year billed revenue trends by combining multiple revenue-related fields.,Simplify the formula to reduce complexity and improve readability. Add a clear description explaining the business purpose and calculation logic.,"Rename the measure to something more descriptive, such as 'Year_Over_Year_Billed_Revenue_Trending'."
Trending,Critical,Additional Pipeline Needed Base,"VAR  A =( [Pipeline Target] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )
    

RETURN IFERROR(A,0)",Complex Calculation,Yes,No - The formula is unique and does not duplicate other measures.,No - The measure does not align with standard business patterns and appears to be a custom calculation.,"No - The formula is complex and lacks a description, making it difficult for business users to understand its purpose.","High - The formula is lengthy (241 characters) and contains 8 nested functions, which increases complexity and reduces readability.",No - The name 'Trending.Additional Pipeline Needed Base' is vague and does not clearly describe the calculation logic or business purpose.,"No - The measure lacks a description, which is critical for explaining its business purpose and calculation logic.","Yes - The formula uses fully qualified column references (e.g., 'Trending'[ActualBilledRevenue]), adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.100,0.400,0.100,0.400,0.200,0.200,0.350,0.300,0.400,Calculates the additional pipeline needed based on billed budget and pipeline targets.,Simplify the formula to reduce complexity and improve readability. Add a clear description explaining the business purpose and calculation logic.,"Rename the measure to something more descriptive, such as 'Base_Additional_Pipeline_Needed'."
Trending,Warning,Committed + Risk Pipeline,SUM(Trending[CommittedPipeline]) + SUM(Trending[CommittedatRiskPipeline]),Simple Aggregation,Yes,No - The formula is unique and does not duplicate other measures.,Yes - The measure aligns with standard business patterns by summing committed and risk pipeline values.,"Yes - The formula is simple and straightforward, making it easy for business users to understand.","Low - The formula is short (73 characters) and contains only 2 nested functions, making it simple and appropriate for its purpose.","Yes - The name 'Trending.Committed + Risk Pipeline' is clear and descriptive, accurately reflecting the calculation logic.","No - The measure lacks a description, which could further enhance its clarity and usability.","Yes - The formula uses fully qualified column references (e.g., 'Trending'[CommittedPipeline]), adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Tracks the total committed and risk pipeline for revenue forecasting.,Add a description to further clarify the business purpose of the measure.,No changes needed as the name is already clear and descriptive.
Trending,Issue,CPC to Budget Latest Week KPI,[CPC to Budget Latest Week] * 100,Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures in the dataset.,No - This measure does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is simple but lacks a description to explain its business purpose.,Low - The formula is straightforward with no nested functions and minimal complexity.,No - The name is somewhat descriptive but could be improved for clarity and alignment with business terminology.,"No - The measure lacks a description, making it difficult to understand its business purpose.",Yes - The DAX formula uses proper measure referencing syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.550,0.500,0.600,Tracks the percentage of CPC to budget for the latest week.,Add a description to explain the business purpose of the measure. Consider aligning the measure with enterprise standards if applicable.,"Rename the measure to better reflect its calculation and business purpose, avoiding abbreviations and cryptic labels."
Trending,Warning,Total DBF,SUM(Trending[ActualBilledRevenue]) + SUM(Trending[ScheduledBilledRevenue]) + SUM(Trending[CommittedPipeline]) + SUM(Trending[CommittedatRiskPipeline]) + SUM(Trending[RunRateProjections]) ,Simple Aggregation,Yes,No - The formula is unique and aggregates multiple revenue-related fields.,Yes - The measure aligns with enterprise standards for total revenue aggregation.,No - The calculation logic is complex and lacks a description to explain its business purpose.,"High - The formula involves multiple nested functions and aggregates, making it complex.",Yes - The name is descriptive and aligns with the calculation logic.,"No - The measure lacks a description, making it difficult to understand its business purpose.",Yes - The DAX formula uses proper table and column referencing syntax.,0.200,0.200,0.300,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.850,0.700,1.000,Aggregates various revenue-related fields to calculate total DBF.,Add a description to explain the business purpose of the measure. Simplify the formula if possible to improve readability.,The naming convention is appropriate; no changes are needed.
Trending,Issue,Billed Budget,"SUMX(
    VALUES('Trending Week'[Week Name]),
    CALCULATE(SUM('Budget'[BilledBudget]))
)
",Time Intelligence,Yes,No - The formula is unique and does not duplicate other measures in the dataset.,No - This measure does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is moderately complex and lacks a description to explain its business purpose.,"Medium - The formula involves nested functions and cross-table calculations, making it moderately complex.",Yes - The name is descriptive and aligns with the calculation logic.,"No - The measure lacks a description, making it difficult to understand its business purpose.",Yes - The DAX formula uses proper table and column referencing syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Calculates the billed budget across weeks.,Add a description to explain the business purpose of the measure. Consider simplifying the formula if possible.,The naming convention is appropriate; no changes are needed.
